graph,community,sources,nodes,detected,difference,sources_ratio,nmi,modularity,pcov,pper
watts_strogatz_graph_1,belief,5,137,6,-1,4,0.3692309087145115,0.6129858296414994,0.7864077669902912,0.8535852297123229
watts_strogatz_graph_1,leiden,5,137,8,-3,4,0.34257288282456777,0.6285020056346288,0.7702265372168284,0.8891155002146844
watts_strogatz_graph_1,label_propagation,5,137,19,-14,4,0.4129840359211998,0.5497847739340811,0.6763754045307443,0.9162730785744955
watts_strogatz_graph_1,greedy_modularity,5,137,7,-2,4,0.3096155357318979,0.5862003958902819,0.7669902912621359,0.8687204808930872
watts_strogatz_graph_1,eigenvector,5,137,8,-3,4,0.4167373874270441,0.5702705250259213,0.7022653721682848,0.8880420781451267
watts_strogatz_graph_1,ga,5,137,25,-20,4,0.40269823041259534,0.4627988814528544,0.5275080906148867,0.9496565049377416
watts_strogatz_graph_1,infomap,5,137,15,-10,4,0.4061486146229111,0.6083618730428044,0.6957928802588996,0.9404250751395449
watts_strogatz_graph_1,kcut,5,137,8,-3,2,0.1302953061329331,0.032514322221174834,0.9320388349514563,0.12859596393301848
watts_strogatz_graph_1,markov_clustering,5,137,37,-32,5,0.4346472441875082,0.4925587289617829,0.5436893203883495,0.9700515242593388
watts_strogatz_graph_1,paris,5,137,8,-3,4,0.33436328849894875,0.5903163980268326,0.7346278317152104,0.8858952340060111
watts_strogatz_graph_1,spinglass,5,137,10,-5,4,0.3420859500679044,0.6227574072328526,0.7475728155339806,0.907900386431945
watts_strogatz_graph_1,surprise_communities,5,137,27,-22,4,0.4214861188175084,0.5633948115331846,0.6245954692556634,0.968978102189781
watts_strogatz_graph_1,walktrap,5,137,16,-11,3,0.37283451549870866,0.5925053151935987,0.6957928802588996,0.930334907685702
watts_strogatz_graph_1,spectral,5,137,11,-6,5,0.2755237890080107,0.3338884175909343,0.44660194174757284,0.8951266638042078
watts_strogatz_graph_1,sbm_dl,5,137,3,2,3,0.20374709716702336,0.35142593814476175,0.8867313915857605,0.4230356376127093
watts_strogatz_graph_1,louvain,50,449,14,36,14,0.4178994719854187,0.5308401135479516,0.6087164750957854,0.9290188514158447
watts_strogatz_graph_1,belief,50,449,5,45,5,0.2471311499077572,0.4740896483830243,0.6752873563218391,0.8076081769010499
watts_strogatz_graph_1,leiden,50,449,16,34,16,0.43498960121754554,0.5334814383596835,0.6010536398467433,0.9390510658606427
watts_strogatz_graph_1,label_propagation,50,449,25,25,20,0.4337394706901258,0.43639362769924117,0.5555555555555556,0.8815920299077314
watts_strogatz_graph_1,greedy_modularity,50,449,8,42,7,0.29725768281773157,0.46222782805595924,0.6216475095785441,0.8476077791918549
watts_strogatz_graph_1,eigenvector,50,449,9,41,9,0.31591851536142723,0.37001278056693243,0.5081417624521073,0.8651566974228444
watts_strogatz_graph_1,infomap,50,449,31,19,27,0.5350217327238005,0.5086326169609958,0.5445402298850575,0.9684318326439707
watts_strogatz_graph_1,kcut,50,449,8,42,3,0.03151388930497278,0.005386898863786508,0.9703065134099617,0.05049912503977092
watts_strogatz_graph_1,markov_clustering,50,449,186,-136,48,0.6979785902191652,0.264339947483155,0.2753831417624521,0.9820633153038498
watts_strogatz_graph_1,paris,50,449,23,27,21,0.4589059323447576,0.45252450602604194,0.5,0.954531896277442
watts_strogatz_graph_1,spinglass,50,449,16,34,16,0.4250129626739198,0.5314385431805171,0.6005747126436781,0.9373508590518613
watts_strogatz_graph_1,surprise_communities,50,449,39,11,31,0.5709932738452996,0.49332839267626716,0.521551724137931,0.9753221444479796
watts_strogatz_graph_1,walktrap,50,449,24,26,22,0.49975865077872256,0.5139549478134496,0.560823754789272,0.9577433980273624
watts_strogatz_graph_1,sbm_dl,50,449,17,33,17,0.44534560871975964,0.5275279924692826,0.5919540229885057,0.941228523703468
