type,experiment,sources,detected,normalized,per_community,infection_probability,time,nr_of_empty_communities,error_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
centrality-cm:betweenness:greedy_modularity,6-10,"0,2,32,33","0,1,33","OrderedDict([(33, 1.0), (1, 1.0), (0, 1.0), (2, 0.5499999999999999), (3, 0.5499999999999999), (32, 0.44450460205739034), (5, 0.24285714285714277), (6, 0.24285714285714277), (31, 0.23389279913373032), (23, 0.13102328099621005), (27, 0.06876015159718461), (4, 0.028571428571428567), (10, 0.028571428571428567), (29, 0.021656740660530586), (25, 0.0167839740119112), (24, 0.01624255549539794), (8, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (22, 0.0), (26, 0.0), (28, 0.0), (30, 0.0), (7, 0.0), (9, 0.0), (12, 0.0), (13, 0.0), (17, 0.0), (21, 0.0), (11, 0.0), (16, 0.0), (19, 0.0)])","{0: {8: 0.0, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 22: 0.0, 23: 0.06722222222222222, 24: 0.008333333333333333, 25: 0.00861111111111111, 26: 0.0, 27: 0.035277777777777776, 28: 0.0, 29: 0.01111111111111111, 30: 0.0, 31: 0.11999999999999998, 32: 0.22805555555555557, 33: 0.5130555555555556}, 1: {1: 0.47619047619047616, 2: 0.26190476190476186, 3: 0.26190476190476186, 7: 0.0, 9: 0.0, 12: 0.0, 13: 0.0, 17: 0.0, 21: 0.0}, 2: {0: 0.5555555555555556, 16: 0.0, 19: 0.0, 4: 0.015873015873015872, 5: 0.13492063492063489, 6: 0.13492063492063489, 10: 0.015873015873015872, 11: 0.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0025556087493896484,0,0,2,28,1,2,34,0.5,0.9333333333333333,0.6666666666666666,0.8823529411764706,0.5714285714285715
centrality-cm:betweenness:label_propagation,6-10,"0,2,32,33","0,16,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.4407185628742516), (31, 0.3436754176610978), (1, 0.09069212410501193), (2, 0.07784431137724551), (3, 0.026252983293556083), (29, 0.02095808383233533), (8, 0.015568862275449104), (27, 0.015568862275449104), (23, 0.01497005988023952), (9, 0.006586826347305389), (28, 0.006586826347305389), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (22, 0.0), (26, 0.0), (30, 0.0), (4, 0.0), (7, 0.0), (10, 0.0), (11, 0.0), (12, 0.0), (13, 0.0), (17, 0.0), (19, 0.0), (21, 0.0), (24, 0.0), (25, 0.0), (16, 0.0), (5, 0.0), (6, 0.0)])","{0: {32: 0.2336507936507937, 33: 0.5301587301587302, 2: 0.04126984126984127, 8: 0.008253968253968255, 9: 0.003492063492063492, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 22: 0.0, 23: 0.007936507936507936, 26: 0.0, 27: 0.008253968253968255, 28: 0.003492063492063492, 29: 0.011111111111111112, 30: 0.0}, 1: {0: 0.7673992673992674, 1: 0.0695970695970696, 3: 0.020146520146520144, 4: 0.0, 7: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 17: 0.0, 19: 0.0, 21: 0.0, 24: 0.0, 25: 0.0, 31: 0.26373626373626374}, 2: {16: 0.0, 5: 0.0, 6: 0.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0026502609252929688,1,0,2,28,1,2,34,0.5,0.9333333333333333,0.6666666666666666,0.8823529411764706,0.5714285714285715
centrality-cm:betweenness:infomap,6-10,"0,2,32,33","0,5,33","OrderedDict([(33, 1.0), (0, 1.0), (5, 1.0), (6, 1.0), (32, 0.44450460205739034), (2, 0.41414141414141414), (1, 0.37373737373737376), (4, 0.3333333333333333), (10, 0.3333333333333333), (31, 0.23389279913373032), (23, 0.13102328099621005), (3, 0.11111111111111112), (27, 0.06876015159718461), (29, 0.021656740660530586), (25, 0.0167839740119112), (24, 0.01624255549539794), (8, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (22, 0.0), (26, 0.0), (28, 0.0), (30, 0.0), (7, 0.0), (9, 0.0), (11, 0.0), (12, 0.0), (13, 0.0), (17, 0.0), (19, 0.0), (21, 0.0), (16, 0.0)])","{0: {8: 0.0, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 22: 0.0, 23: 0.06722222222222222, 24: 0.008333333333333333, 25: 0.00861111111111111, 26: 0.0, 27: 0.035277777777777776, 28: 0.0, 29: 0.01111111111111111, 30: 0.0, 31: 0.11999999999999998, 32: 0.22805555555555557, 33: 0.5130555555555556}, 1: {0: 0.44999999999999996, 1: 0.16818181818181818, 2: 0.18636363636363634, 3: 0.049999999999999996, 7: 0.0, 9: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 17: 0.0, 19: 0.0, 21: 0.0}, 2: {4: 0.08333333333333333, 5: 0.25, 6: 0.25, 10: 0.08333333333333333, 16: 0.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0029573440551757812,1,0,2,28,1,2,34,0.5,0.9333333333333333,0.6666666666666666,0.8823529411764706,0.5714285714285715
centrality-cm:betweenness:surprise_communities,6-10,"0,2,32,33","0,5,9,11,24,29,32","OrderedDict([(0, 1.0), (32, 1.0), (33, 1.0), (5, 1.0), (6, 1.0), (24, 1.0), (31, 1.0), (29, 1.0), (1, 0.607843137254902), (4, 0.3333333333333333), (10, 0.3333333333333333), (3, 0.17647058823529413), (2, 0.0196078431372549), (7, 0.0), (12, 0.0), (13, 0.0), (17, 0.0), (19, 0.0), (21, 0.0), (8, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (22, 0.0), (30, 0.0), (16, 0.0), (25, 0.0), (27, 0.0), (28, 0.0), (26, 0.0), (23, 0.0), (9, 0.0), (11, 0.0)])","{0: {0: 0.35416666666666663, 1: 0.21527777777777776, 2: 0.006944444444444444, 3: 0.0625, 7: 0.0, 12: 0.0, 13: 0.0, 17: 0.0, 19: 0.0, 21: 0.0}, 1: {8: 0.0, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 22: 0.0, 30: 0.0, 32: 0.3571428571428571, 33: 0.3571428571428571}, 2: {4: 0.08333333333333333, 5: 0.25, 6: 0.25, 10: 0.08333333333333333, 16: 0.0}, 3: {24: 0.5, 25: 0.0, 27: 0.0, 28: 0.0, 31: 0.5}, 4: {23: 0.0, 26: 0.0, 29: 1.0}, 5: {9: 0.0}, 6: {11: 0.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0018851757049560547,5,2,2,28,5,2,34,0.5,0.9333333333333333,0.2857142857142857,0.8823529411764706,0.36363636363636365
centrality-cm:betweenness:walktrap,6-10,"0,2,32,33","0,2,5,24,33","OrderedDict([(0, 1.0), (33, 1.0), (2, 1.0), (5, 1.0), (6, 1.0), (32, 0.576923076923077), (8, 0.3846153846153846), (28, 0.3846153846153846), (4, 0.3333333333333333), (10, 0.3333333333333333), (1, 0.2903225806451613), (3, 0.06451612903225808), (29, 0.038461538461538464), (7, 0.0), (11, 0.0), (12, 0.0), (17, 0.0), (19, 0.0), (21, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (22, 0.0), (26, 0.0), (9, 0.0), (13, 0.0), (30, 0.0), (31, 0.0), (16, 0.0), (24, 0.0), (25, 0.0), (27, 0.0), (23, 0.0)])","{0: {0: 0.5535714285714285, 1: 0.1607142857142857, 3: 0.03571428571428571, 7: 0.0, 11: 0.0, 12: 0.0, 17: 0.0, 19: 0.0, 21: 0.0}, 1: {14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 22: 0.0, 26: 0.0, 29: 0.017857142857142856, 32: 0.26785714285714285, 33: 0.46428571428571425}, 2: {2: 0.8666666666666667, 8: 0.3333333333333333, 9: 0.0, 13: 0.0, 28: 0.3333333333333333, 30: 0.0, 31: 0.0}, 3: {4: 0.08333333333333333, 5: 0.25, 6: 0.25, 10: 0.08333333333333333, 16: 0.0}, 4: {23: 0.16666666666666666, 24: 0.16666666666666666, 25: 0.16666666666666666, 27: 0.16666666666666666}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.001857757568359375,2,2,3,29,2,1,34,0.75,0.9666666666666667,0.6,0.9411764705882353,0.6666666666666665
centrality-cm:betweenness:df_node_similarity,6-10,"0,2,32,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.3528147829823808), (31, 0.19853889127632143), (23, 0.11044262999570262), (1, 0.10701956271576525), (5, 0.09436133486766399), (6, 0.09436133486766399), (27, 0.06102277610657501), (3, 0.031070195627157654), (29, 0.017189514396218308), (25, 0.013321873657069187), (24, 0.01289213579716373), (4, 0.004602991944764097), (10, 0.004602991944764097), (2, 0.0034522439585730727), (8, 0.0), (9, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (22, 0.0), (26, 0.0), (28, 0.0), (30, 0.0), (7, 0.0), (11, 0.0), (12, 0.0), (13, 0.0), (16, 0.0), (17, 0.0), (19, 0.0), (21, 0.0)])","{0: {32: 0.20122549019607844, 33: 0.5703431372549019, 8: 0.0, 9: 0.0, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 22: 0.0, 23: 0.06299019607843137, 24: 0.007352941176470588, 25: 0.0075980392156862735, 26: 0.0, 27: 0.03480392156862746, 28: 0.0, 29: 0.00980392156862745, 30: 0.0, 31: 0.11323529411764705}, 1: {0: 0.6896825396825397, 1: 0.07380952380952381, 2: 0.002380952380952381, 3: 0.02142857142857143, 4: 0.0031746031746031746, 5: 0.06507936507936508, 6: 0.06507936507936508, 7: 0.0, 10: 0.0031746031746031746, 11: 0.0, 12: 0.0, 13: 0.0, 16: 0.0, 17: 0.0, 19: 0.0, 21: 0.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.003256082534790039,0,0,2,28,0,2,34,0.5,0.9333333333333333,1.0,0.8823529411764706,0.6666666666666666
rumor:leiden,6-10,"0,2,32,33","0,5,24,33","OrderedDict([(33, 1.0), (0, 1.0), (24, 1.0), (31, 1.0), (25, 1.0), (5, 1.0), (6, 1.0), (23, 0.375), (4, 0.33333333333333326), (1, 0.2592592592592593), (32, 0.2173913043478261), (27, 0.16666666666666666), (3, 0.1111111111111111), (2, 0.07407407407407408), (9, 0.051383399209486175), (7, 0.04761904761904764), (13, 0.04761904761904764), (29, 0.021739130434782608), (26, 0.014492753623188406), (19, 0.012345679012345696), (12, 0.012345679012345696), (17, 0.012345679012345696), (21, 0.012345679012345696), (8, 0.006211180124223603), (30, 0.006211180124223603), (20, 0.0), (14, 0.0), (22, 0.0), (18, 0.0), (15, 0.0), (11, 0.0), (28, 0.0), (10, 0.0), (16, 0.0)])","{0: {8: 0.003968253968253968, 9: 0.007575757575757576, 14: 0.003472222222222222, 15: 0.003472222222222222, 18: 0.003472222222222222, 20: 0.003472222222222222, 22: 0.003472222222222222, 26: 0.004629629629629629, 29: 0.005208333333333333, 30: 0.003968253968253968, 32: 0.020833333333333332, 33: 0.08333333333333333}, 1: {0: 0.09090909090909091, 1: 0.030303030303030304, 2: 0.015151515151515152, 3: 0.01818181818181818, 7: 0.012987012987012988, 11: 0.00909090909090909, 12: 0.010101010101010102, 13: 0.012987012987012988, 17: 0.010101010101010102, 19: 0.010101010101010102, 21: 0.010101010101010102}, 2: {23: 0.020833333333333332, 24: 0.041666666666666664, 25: 0.041666666666666664, 27: 0.013888888888888888, 28: 0.008333333333333333, 31: 0.041666666666666664}, 3: {4: 0.06666666666666667, 5: 0.1, 6: 0.1, 10: 0.05, 16: 0.05}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0049059391021728516,2,4,2,28,2,2,34,0.5,0.9333333333333333,0.5,0.8823529411764706,0.5
rumor:eigenvector,6-10,"0,2,32,33","0,1,24,33","OrderedDict([(33, 1.0), (1, 1.0), (0, 1.0), (24, 1.0), (31, 1.0), (25, 1.0), (5, 0.6190476190476191), (6, 0.6190476190476191), (3, 0.4666666666666667), (23, 0.375), (4, 0.23809523809523808), (10, 0.23809523809523808), (32, 0.2173913043478261), (2, 0.2), (27, 0.16666666666666666), (7, 0.1466666666666667), (13, 0.1466666666666667), (19, 0.06666666666666667), (17, 0.06666666666666667), (21, 0.06666666666666667), (9, 0.051383399209486175), (11, 0.047619047619047616), (29, 0.021739130434782608), (26, 0.014492753623188406), (8, 0.006211180124223603), (30, 0.006211180124223603), (15, 0.0), (14, 0.0), (22, 0.0), (18, 0.0), (20, 0.0), (12, 0.0), (16, 0.0), (28, 0.0)])","{0: {8: 0.003968253968253968, 9: 0.007575757575757576, 14: 0.003472222222222222, 15: 0.003472222222222222, 18: 0.003472222222222222, 20: 0.003472222222222222, 22: 0.003472222222222222, 26: 0.004629629629629629, 29: 0.005208333333333333, 30: 0.003968253968253968, 32: 0.020833333333333332, 33: 0.08333333333333333}, 1: {1: 0.05555555555555555, 2: 0.013888888888888888, 3: 0.027777777777777776, 7: 0.011111111111111112, 12: 0.003472222222222222, 13: 0.011111111111111112, 17: 0.006944444444444444, 19: 0.006944444444444444, 21: 0.006944444444444444}, 2: {0: 0.07142857142857142, 4: 0.023809523809523808, 5: 0.047619047619047616, 6: 0.047619047619047616, 10: 0.023809523809523808, 11: 0.011904761904761904, 16: 0.008928571428571428}, 3: {23: 0.020833333333333332, 24: 0.041666666666666664, 25: 0.041666666666666664, 27: 0.013888888888888888, 28: 0.008333333333333333, 31: 0.041666666666666664}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.004812002182006836,1,3,2,28,2,2,34,0.5,0.9333333333333333,0.5,0.8823529411764706,0.5
rumor:louvain,6-10,"0,2,32,33","0,6,31,33","OrderedDict([(33, 1.0), (0, 1.0), (6, 1.0), (5, 1.0), (31, 1.0), (4, 0.33333333333333326), (1, 0.2592592592592593), (24, 0.25), (25, 0.25), (3, 0.1111111111111111), (32, 0.09999999999999999), (2, 0.07407407407407408), (9, 0.05054945054945056), (7, 0.04761904761904764), (13, 0.04761904761904764), (21, 0.012345679012345696), (17, 0.012345679012345696), (12, 0.012345679012345696), (19, 0.012345679012345696), (26, 0.005714285714285719), (27, 0.005714285714285719), (29, 0.003571428571428571), (8, 0.003571428571428571), (23, 0.003571428571428571), (30, 0.003571428571428571), (15, 0.0), (20, 0.0), (14, 0.0), (18, 0.0), (22, 0.0), (11, 0.0), (16, 0.0), (10, 0.0), (28, 0.0)])","{0: {8: 0.002232142857142857, 9: 0.005494505494505495, 14: 0.001984126984126984, 15: 0.001984126984126984, 18: 0.001984126984126984, 20: 0.001984126984126984, 22: 0.001984126984126984, 23: 0.002232142857142857, 26: 0.002380952380952381, 27: 0.002380952380952381, 29: 0.002232142857142857, 30: 0.002232142857142857, 32: 0.008928571428571428, 33: 0.07142857142857142}, 1: {0: 0.09090909090909091, 1: 0.030303030303030304, 2: 0.015151515151515152, 3: 0.01818181818181818, 7: 0.012987012987012988, 11: 0.00909090909090909, 12: 0.010101010101010102, 13: 0.012987012987012988, 17: 0.010101010101010102, 19: 0.010101010101010102, 21: 0.010101010101010102}, 2: {4: 0.06666666666666667, 5: 0.1, 6: 0.1, 10: 0.05, 16: 0.05}, 3: {24: 0.125, 25: 0.125, 28: 0.08333333333333333, 31: 0.25}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.004979133605957031,2,3,2,28,2,2,34,0.5,0.9333333333333333,0.5,0.8823529411764706,0.5
rumor:greedy_modularity,6-10,"0,2,32,33","0,1,33","OrderedDict([(33, 1.0), (1, 1.0), (0, 1.0), (3, 0.6363636363636364), (2, 0.6363636363636364), (6, 0.4642857142857143), (5, 0.4642857142857143), (32, 0.22029702970297033), (4, 0.19642857142857145), (10, 0.19642857142857145), (13, 0.18181818181818182), (7, 0.18181818181818182), (19, 0.08163265306122448), (11, 0.08163265306122448), (28, 0.08106435643564357), (31, 0.05321782178217822), (27, 0.047648514851485156), (21, 0.045454545454545456), (17, 0.045454545454545456), (23, 0.03929455445544555), (29, 0.025371287128712873), (8, 0.02030828082808281), (30, 0.02030828082808281), (26, 0.018409653465346534), (14, 0.018409653465346534), (15, 0.018409653465346534), (22, 0.018409653465346534), (20, 0.018409653465346534), (18, 0.018409653465346534), (25, 0.0071639375476009156), (24, 0.0), (12, 0.0), (9, 0.0), (16, 0.0)])","{0: {8: 0.00033422459893048126, 14: 0.00030637254901960784, 15: 0.00030637254901960784, 18: 0.00030637254901960784, 20: 0.00030637254901960784, 22: 0.00030637254901960784, 23: 0.0006127450980392157, 24: 3.6310820624546116e-05, 25: 0.0001414027149321267, 26: 0.00030637254901960784, 27: 0.0007352941176470588, 28: 0.0012254901960784314, 29: 0.0004084967320261438, 30: 0.00033422459893048126, 31: 0.0008169934640522876, 32: 0.0032679738562091504, 33: 0.014705882352941176}, 1: {1: 0.027777777777777776, 2: 0.018518518518518517, 3: 0.018518518518518517, 7: 0.006944444444444444, 9: 0.0023148148148148147, 12: 0.0023148148148148147, 13: 0.006944444444444444, 17: 0.003472222222222222, 21: 0.003472222222222222}, 2: {0: 0.0625, 16: 0.004166666666666667, 19: 0.008928571428571428, 4: 0.015625, 5: 0.03125, 6: 0.03125, 10: 0.015625, 11: 0.008928571428571428}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.006316184997558594,0,0,2,28,1,2,34,0.5,0.9333333333333333,0.6666666666666666,0.8823529411764706,0.5714285714285715
rumor:label_propagation,6-10,"0,2,32,33","0,6,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.2363636363636364), (31, 0.2352941176470588), (1, 0.10784313725490197), (3, 0.08235294117647057), (7, 0.065359477124183), (13, 0.065359477124183), (21, 0.0588235294117647), (17, 0.0588235294117647), (19, 0.0588235294117647), (12, 0.0588235294117647), (4, 0.0588235294117647), (10, 0.0588235294117647), (11, 0.053221288515406154), (22, 0.02254545454545455), (28, 0.02254545454545455), (14, 0.02254545454545455), (18, 0.02254545454545455), (20, 0.02254545454545455), (9, 0.02254545454545455), (15, 0.02254545454545455), (29, 0.019528619528619527), (8, 0.013636363636363637), (27, 0.007272727272727275), (30, 0.007272727272727275), (26, 0.004958677685950415), (23, 0.0030303030303030303), (2, 0.0), (25, 0.0), (24, 0.0), (6, 0.0), (16, 0.0), (5, 0.0)])","{0: {32: 0.0078125, 33: 0.03125, 2: 0.0005580357142857143, 8: 0.0009765625, 9: 0.00125, 14: 0.00125, 15: 0.00125, 18: 0.00125, 20: 0.00125, 22: 0.00125, 23: 0.0006510416666666666, 26: 0.0007102272727272727, 27: 0.00078125, 28: 0.00125, 29: 0.0011574074074074073, 30: 0.00078125}, 1: {0: 0.022222222222222223, 1: 0.002777777777777778, 3: 0.0022222222222222222, 4: 0.0017094017094017094, 7: 0.001851851851851852, 10: 0.0017094017094017094, 11: 0.0015873015873015873, 12: 0.0017094017094017094, 13: 0.001851851851851852, 17: 0.0017094017094017094, 19: 0.0017094017094017094, 21: 0.0017094017094017094, 24: 0.00042735042735042735, 25: 0.00042735042735042735, 31: 0.005555555555555556}, 2: {16: 0.3333333333333333, 5: 0.3333333333333333, 6: 0.3333333333333333}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.006437778472900391,1,0,2,28,1,2,34,0.5,0.9333333333333333,0.6666666666666666,0.8823529411764706,0.5714285714285715
rumor:infomap,6-10,"0,2,32,33","0,5,33","OrderedDict([(33, 1.0), (0, 1.0), (5, 1.0), (6, 1.0), (4, 0.33333333333333326), (2, 0.3125), (1, 0.3125), (32, 0.22029702970297033), (3, 0.17500000000000002), (7, 0.11607142857142856), (13, 0.11607142857142856), (28, 0.08106435643564357), (19, 0.071875), (12, 0.071875), (21, 0.071875), (17, 0.071875), (11, 0.0625), (31, 0.05321782178217822), (27, 0.047648514851485156), (23, 0.03929455445544555), (29, 0.025371287128712873), (30, 0.02030828082808281), (8, 0.02030828082808281), (14, 0.018409653465346534), (26, 0.018409653465346534), (18, 0.018409653465346534), (20, 0.018409653465346534), (15, 0.018409653465346534), (22, 0.018409653465346534), (25, 0.0071639375476009156), (24, 0.0), (9, 0.0), (10, 0.0), (16, 0.0)])","{0: {8: 0.00033422459893048126, 14: 0.00030637254901960784, 15: 0.00030637254901960784, 18: 0.00030637254901960784, 20: 0.00030637254901960784, 22: 0.00030637254901960784, 23: 0.0006127450980392157, 24: 3.6310820624546116e-05, 25: 0.0001414027149321267, 26: 0.00030637254901960784, 27: 0.0007352941176470588, 28: 0.0012254901960784314, 29: 0.0004084967320261438, 30: 0.00033422459893048126, 31: 0.0008169934640522876, 32: 0.0032679738562091504, 33: 0.014705882352941176}, 1: {0: 0.041666666666666664, 1: 0.013888888888888888, 2: 0.013888888888888888, 3: 0.008333333333333333, 7: 0.005952380952380952, 9: 0.0012626262626262627, 11: 0.003787878787878788, 12: 0.004166666666666667, 13: 0.005952380952380952, 17: 0.004166666666666667, 19: 0.004166666666666667, 21: 0.004166666666666667}, 2: {4: 0.06666666666666667, 5: 0.1, 6: 0.1, 10: 0.05, 16: 0.05}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.006573200225830078,1,0,2,28,1,2,34,0.5,0.9333333333333333,0.6666666666666666,0.8823529411764706,0.5714285714285715
