type,experiments,sources,threshold,comm_difference,avg_com_count,avg_time,avg_distance,avg_detected_sources,nr_of_missing_communities,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
netsleuth-cm:leiden,1,5,0.2,8.0,13.0,0.026938438415527344,7.0,20.0,1.0,1,213,19,4,222,0.2,0.9815668202764977,0.05,0.963963963963964,0.08000000000000002
netsleuth-cm:df_node_similarity,1,5,0.2,5.0,10.0,0.40994977951049805,12.0,14.0,0.0,1,213,13,4,222,0.2,0.9815668202764977,0.07142857142857142,0.963963963963964,0.10526315789473682
ensemble:leiden,1,5,0.2,8.0,13.0,0.22110295295715332,2.0,32.0,1.0,4,216,28,1,222,0.8,0.9953917050691244,0.125,0.990990990990991,0.21621621621621623
ensemble:df_node_similarity,1,5,0.2,5.0,10.0,1.7684383392333984,6.0,21.0,0.0,2,214,19,3,222,0.4,0.9861751152073732,0.09523809523809523,0.972972972972973,0.15384615384615385
ensemble-centralities:leiden,1,5,0.2,7.0,12.0,0.07445359230041504,4.0,38.0,1.0,2,214,36,3,222,0.4,0.9861751152073732,0.05263157894736842,0.972972972972973,0.09302325581395349
ensemble-centralities:df_node_similarity,1,5,0.2,5.0,10.0,1.2269694805145264,4.0,28.0,0.0,2,214,26,3,222,0.4,0.9861751152073732,0.07142857142857142,0.972972972972973,0.12121212121212122
centrality-cm:betweenness:leiden,3,50,0.2,103.0,15.666666666666666,0.18157855669657388,0.0,33.666666666666664,0.0,13,1058,88,137,1345,0.08666666666666667,0.8853556485355648,0.12871287128712872,0.7962825278810409,0.10358565737051793
centrality-cm:betweenness:df_node_similarity,3,50,0.2,114.0,12.0,3.2999700705210366,0.0,28.0,0.0,13,1058,71,137,1345,0.08666666666666667,0.8853556485355648,0.15476190476190477,0.7962825278810409,0.11111111111111112
rumor:leiden,3,50,0.2,102.0,16.0,0.3629850546518962,0.0,23.0,2.0,10,1055,59,140,1345,0.06666666666666667,0.8828451882845189,0.14492753623188406,0.79182156133829,0.09132420091324199
rumor:df_node_similarity,3,50,0.2,114.0,12.0,3.589012702306112,0.0,17.0,0.0,7,1052,44,143,1345,0.04666666666666667,0.8803347280334728,0.13725490196078433,0.787360594795539,0.06965174129353234
jordan:leiden,3,50,0.2,101.0,16.333333333333332,0.2495431105295817,44.333333333333336,94.0,3.0,40,1085,242,110,1345,0.26666666666666666,0.9079497907949791,0.14184397163120568,0.8364312267657993,0.18518518518518517
jordan:df_node_similarity,3,50,0.2,114.0,12.0,3.3114115397135415,35.333333333333336,64.0,0.0,22,1067,170,128,1345,0.14666666666666667,0.8928870292887029,0.11458333333333333,0.8096654275092937,0.12865497076023394
netsleuth-cm:leiden,3,50,0.2,101.0,16.333333333333332,0.08259948094685872,0.0,26.666666666666668,2.0,9,1054,71,141,1345,0.06,0.8820083682008368,0.1125,0.7903345724907063,0.0782608695652174
netsleuth-cm:df_node_similarity,3,50,0.2,114.0,12.0,3.165250857671102,0.0,18.333333333333332,0.0,5,1050,50,145,1345,0.03333333333333333,0.8786610878661087,0.09090909090909091,0.7843866171003717,0.04878048780487805
ensemble:leiden,3,50,0.2,98.0,17.333333333333332,0.5636650721232096,0.0,41.666666666666664,2.0,12,1057,113,138,1345,0.08,0.8845188284518829,0.096,0.7947955390334572,0.08727272727272728
ensemble:df_node_similarity,3,50,0.2,114.0,12.0,13.30117948849996,0.0,26.333333333333332,0.0,11,1056,68,139,1345,0.07333333333333333,0.8836820083682009,0.13924050632911392,0.7933085501858737,0.09606986899563318
