type,experiments,sources,threshold,comm_difference,avg_com_count,avg_time,avg_distance,avg_detected_sources,nr_of_missing_communities,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
centrality-cm:betweenness:df_node_similarity,3,5,0.7000000000000001,5.0,6.0,3.133805990219116,1.6666666666666667,26.333333333333332,15.0,10,1159,69,5,1179,0.6666666666666666,0.9957044673539519,0.12658227848101267,0.991518235793045,0.2127659574468085
rumor:leiden,3,5,0.7000000000000001,14.0,9.666666666666666,0.4397866725921631,1.3333333333333333,25.333333333333332,1.0,11,1160,65,4,1179,0.7333333333333333,0.9965635738831615,0.14473684210526316,0.993214588634436,0.24175824175824176
rumor:df_node_similarity,3,5,0.7000000000000001,5.0,6.0,6.082207282384236,5.333333333333333,18.666666666666668,15.0,6,1155,50,9,1179,0.4,0.9922680412371134,0.10714285714285714,0.9847328244274809,0.16901408450704225
jordan:leiden,3,5,0.7000000000000001,16.0,10.333333333333334,0.09509658813476562,0.0,240.66666666666666,1.0,15,1164,707,0,1179,1.0,1.0,0.02077562326869806,1.0,0.0407055630936228
jordan:df_node_similarity,3,5,0.7000000000000001,5.0,6.0,2.120748996734619,2.3333333333333335,35.666666666666664,15.0,8,1157,99,7,1179,0.5333333333333333,0.9939862542955327,0.07476635514018691,0.9881255301102629,0.13114754098360654
netsleuth-cm:leiden,3,5,0.7000000000000001,14.0,9.666666666666666,0.0674893856048584,4.666666666666667,65.0,1.0,1,1150,194,14,1179,0.06666666666666667,0.9879725085910653,0.005128205128205128,0.9762510602205259,0.009523809523809525
netsleuth-cm:df_node_similarity,3,5,0.7000000000000001,5.0,6.0,2.1708051363627114,5.666666666666667,20.333333333333332,15.0,1,1150,60,14,1179,0.06666666666666667,0.9879725085910653,0.01639344262295082,0.9762510602205259,0.02631578947368421
ensemble:leiden,3,5,0.7000000000000001,14.0,9.666666666666666,0.5974098841349283,0.3333333333333333,147.33333333333334,0.0,14,1163,428,1,1179,0.9333333333333333,0.9991408934707904,0.03167420814479638,0.998303647158609,0.061269146608315096
ensemble:df_node_similarity,3,5,0.7000000000000001,5.0,6.0,12.403721570968628,2.3333333333333335,29.666666666666668,15.0,8,1157,81,7,1179,0.5333333333333333,0.9939862542955327,0.0898876404494382,0.9881255301102629,0.15384615384615383
ensemble-centralities:leiden,3,5,0.7000000000000001,16.0,10.333333333333334,0.21006250381469727,0.3333333333333333,79.66666666666667,2.0,14,1163,225,1,1179,0.9333333333333333,0.9991408934707904,0.058577405857740586,0.998303647158609,0.11023622047244093
