type,sources,threshold,comm_difference,avg_com_size,avg_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
netsleuth-cm:df_node_similarity,10,0.2,18,4.0,10.682875474294027,1.0,17,2435,1308,13,2478,0.5666666666666667,0.9946895424836601,0.012830188679245283,0.9895076674737692,0.025092250922509225
ensemble:leiden,10,0.2,5,11.666666666666666,5.372313181559245,0.3333333333333333,29,2447,1993,1,2478,0.9666666666666667,0.9995915032679739,0.014342235410484669,0.9991928974979822,0.028265107212475635
ensemble-centralities:leiden,10,0.2,2,10.666666666666666,2.0033645629882812,1.0,28,2446,1413,2,2478,0.9333333333333333,0.9991830065359477,0.01943095072866065,0.9983857949959645,0.038069340584636305
ensemble-centralities:df_node_similarity,10,0.2,18,4.0,26.095035870869953,0.0,30,2448,2387,0,2478,1.0,1.0,0.012412081092263137,1.0,0.024519820187985288
centrality-cm:betweenness:leiden,100,0.2,265,11.666666666666666,1.2204093138376872,0.0,95,2201,72,205,2706,0.31666666666666665,0.9147963424771405,0.5688622754491018,0.8484848484848485,0.4068522483940043
centrality-cm:betweenness:df_node_similarity,100,0.2,286,4.666666666666667,24.8081111907959,6.666666666666667,280,2386,1930,20,2706,0.9333333333333333,0.9916874480465503,0.12669683257918551,0.9852180339985218,0.22310756972111553
rumor:leiden,100,0.2,264,12.0,4.202347834904988,0.0,300,2406,2406,0,2706,1.0,1.0,0.11086474501108648,1.0,0.1996007984031936
jordan:leiden,100,0.2,262,12.666666666666666,0.47252090771993,0.0,77,2183,52,223,2706,0.25666666666666665,0.9073150457190358,0.5968992248062015,0.8351810790835181,0.358974358974359
jordan:df_node_similarity,100,0.2,286,4.666666666666667,14.94691801071167,0.0,14,2120,41,286,2706,0.04666666666666667,0.8811305070656692,0.2545454545454545,0.7886178861788617,0.07887323943661971
netsleuth-cm:leiden,100,0.2,263,12.333333333333334,0.5524682998657227,70.0,41,2147,301,259,2706,0.13666666666666666,0.8923524522028262,0.11988304093567251,0.8085735402808574,0.12772585669781927
netsleuth-cm:df_node_similarity,100,0.2,286,4.666666666666667,15.651513735453287,8.0,76,2182,513,224,2706,0.25333333333333335,0.9068994181213632,0.12903225806451613,0.8344419807834442,0.17097862767154107
ensemble:leiden,100,0.2,265,11.666666666666666,6.38144056002299,12.333333333333334,263,2369,1874,37,2706,0.8766666666666667,0.984621778886118,0.12306972391202621,0.9726533628972653,0.21583914649158803
ensemble-centralities:leiden,100,0.2,263,12.333333333333334,2.3687334060668945,25.666666666666668,225,2331,1298,75,2706,0.75,0.9688279301745636,0.14773473407747867,0.9445676274944568,0.24684585847504117
ensemble-centralities:df_node_similarity,100,0.2,286,4.666666666666667,31.802757263183594,6.333333333333333,281,2387,2080,19,2706,0.9366666666666666,0.9921030756442227,0.11901736552308344,0.9859571322985957,0.2111987974445697
rumor:df_node_similarity,100,0.2,96,4.0,50.273391246795654,0.0,100,800,800,0,900,1.0,1.0,0.1111111111111111,1.0,0.19999999999999998
ensemble:df_node_similarity,100,0.2,96,4.0,58.392842531204224,1.0,99,799,726,1,900,0.99,0.99875,0.12,0.9977777777777778,0.21405405405405406
centrality-cm:betweenness:leiden,2,0.25,27,11.0,0.95027756690979,1.0,3,2322,407,3,2331,0.5,0.9987096774193548,0.007317073170731708,0.9974259974259975,0.014423076923076924
centrality-cm:betweenness:df_node_similarity,2,0.25,7,4.333333333333333,16.12995235125224,0.0,6,2325,1933,0,2331,1.0,1.0,0.0030943785456420837,1.0,0.006169665809768638
rumor:leiden,2,0.25,31,12.333333333333334,2.9704391956329346,0.0,6,2325,2325,0,2331,1.0,1.0,0.002574002574002574,1.0,0.005134788189987163
rumor:df_node_similarity,2,0.25,7,4.333333333333333,46.57979265848795,0.0,6,2325,2325,0,2331,1.0,1.0,0.002574002574002574,1.0,0.005134788189987163
jordan:leiden,2,0.25,30,12.0,0.4510410626729329,0.0,6,2325,263,0,2331,1.0,1.0,0.022304832713754646,1.0,0.04363636363636363
jordan:df_node_similarity,2,0.25,7,4.333333333333333,8.985689640045166,0.6666666666666666,4,2323,39,2,2331,0.6666666666666666,0.9991397849462366,0.09302325581395349,0.9982839982839983,0.16326530612244897
netsleuth-cm:leiden,2,0.25,27,11.0,0.21021342277526855,1.3333333333333333,2,2321,506,4,2331,0.3333333333333333,0.9982795698924731,0.003937007874015748,0.9965679965679966,0.007782101167315175
netsleuth-cm:df_node_similarity,2,0.25,7,4.333333333333333,9.533304373423258,1.6666666666666667,2,2321,498,4,2331,0.3333333333333333,0.9982795698924731,0.004,0.9965679965679966,0.007905138339920948
ensemble:leiden,2,0.25,32,12.666666666666666,4.2326178550720215,0.0,6,2325,2154,0,2331,1.0,1.0,0.002777777777777778,1.0,0.00554016620498615
ensemble-centralities:leiden,2,0.25,26,10.666666666666666,1.8291207949320476,0.0,6,2325,1810,0,2331,1.0,1.0,0.003303964757709251,1.0,0.006586169045005488
ensemble-centralities:df_node_similarity,2,0.25,7,4.333333333333333,21.093457380930584,0.0,6,2325,2093,0,2331,1.0,1.0,0.0028585040495474035,1.0,0.005700712589073634
ensemble:df_node_similarity,2,0.25,1,3.0,39.04568433761597,0.0,2,760,654,0,762,1.0,1.0,0.003048780487804878,1.0,0.006079027355623101
centrality-cm:betweenness:leiden,10,0.25,8,12.666666666666666,0.9374289512634277,3.0,21,2439,436,9,2478,0.7,0.9963235294117647,0.045951859956236324,0.9927360774818402,0.08624229979466119
centrality-cm:betweenness:df_node_similarity,10,0.25,18,4.0,18.819037596384685,0.0,30,2448,2253,0,2478,1.0,1.0,0.013140604467805518,1.0,0.025940337224383915
rumor:leiden,10,0.25,3,11.0,3.5393006006876626,0.0,30,2448,2448,0,2478,1.0,1.0,0.012106537530266344,1.0,0.02392344497607656
jordan:leiden,10,0.25,5,11.666666666666666,0.45440880457560223,3.6666666666666665,19,2437,236,11,2478,0.6333333333333333,0.9955065359477124,0.07450980392156863,0.9911218724778047,0.13333333333333333
jordan:df_node_similarity,10,0.25,18,4.0,9.361829360326132,10.0,3,2421,63,27,2478,0.1,0.9889705882352942,0.045454545454545456,0.9782082324455206,0.06250000000000001
netsleuth-cm:leiden,10,0.25,6,12.0,0.31817253430684406,8.666666666666666,5,2423,616,25,2478,0.16666666666666666,0.9897875816993464,0.008051529790660225,0.9798224374495561,0.015360983102918585
netsleuth-cm:df_node_similarity,10,0.25,18,4.0,9.891829093297323,0.0,20,2438,1471,10,2478,0.6666666666666666,0.9959150326797386,0.01341381623071764,0.9919289749798225,0.026298487836949373
ensemble:leiden,10,0.25,7,12.333333333333334,4.725419839223226,0.3333333333333333,29,2447,2138,1,2478,0.9666666666666667,0.9995915032679739,0.01338255652976465,0.9991928974979822,0.026399635867091487
ensemble-centralities:leiden,10,0.25,7,12.333333333333334,1.786887248357137,0.3333333333333333,29,2447,1940,1,2478,0.9666666666666667,0.9995915032679739,0.014728288471305232,0.9991928974979822,0.029014507253626812
ensemble-centralities:df_node_similarity,10,0.25,18,4.0,25.493724822998047,0.0,30,2448,2430,0,2478,1.0,1.0,0.012195121951219513,1.0,0.024096385542168676
centrality-cm:betweenness:leiden,100,0.25,265,11.666666666666666,1.5047171115875244,63.0,150,2256,529,150,2706,0.5,0.9376558603491272,0.22091310751104565,0.8891352549889135,0.30643513789581206
centrality-cm:betweenness:df_node_similarity,100,0.25,286,4.666666666666667,24.15030328432719,6.666666666666667,280,2386,1939,20,2706,0.9333333333333333,0.9916874480465503,0.12618296529968454,0.9852180339985218,0.22231044065105202
rumor:leiden,100,0.25,267,11.0,4.5489433606465655,0.0,300,2406,2406,0,2706,1.0,1.0,0.11086474501108648,1.0,0.1996007984031936
jordan:leiden,100,0.25,268,10.666666666666666,0.4991011619567871,0.0,95,2201,122,205,2706,0.31666666666666665,0.9147963424771405,0.4377880184331797,0.8484848484848485,0.36750483558994196
jordan:df_node_similarity,100,0.25,286,4.666666666666667,14.793265581130981,0.0,14,2120,45,286,2706,0.04666666666666667,0.8811305070656692,0.23728813559322035,0.7886178861788617,0.07799442896935933
netsleuth-cm:leiden,100,0.25,266,11.333333333333334,0.7866701285044352,92.33333333333333,56,2162,531,244,2706,0.18666666666666668,0.8985868661679135,0.09540034071550256,0.819660014781966,0.1262683201803833
netsleuth-cm:df_node_similarity,100,0.25,286,4.666666666666667,15.295965433120728,2.0,94,2200,738,206,2706,0.31333333333333335,0.914380714879468,0.11298076923076923,0.8477457501847746,0.16607773851590107
ensemble:leiden,100,0.25,264,12.0,6.326783816019694,7.333333333333333,278,2384,2186,22,2706,0.9266666666666666,0.9908561928512053,0.11282467532467533,0.983739837398374,0.20115774240231551
ensemble-centralities:leiden,100,0.25,262,12.666666666666666,2.309845209121704,5.333333333333333,284,2390,1992,16,2706,0.9466666666666667,0.9933499584372403,0.12478031634446397,0.9881744271988174,0.2204968944099379
ensemble-centralities:df_node_similarity,100,0.25,286,4.666666666666667,30.767019271850586,5.666666666666667,283,2389,2147,17,2706,0.9433333333333334,0.9929343308395677,0.11646090534979424,0.9874353288987435,0.2073260073260073
rumor:df_node_similarity,100,0.25,96,4.0,49.19236087799072,0.0,100,800,800,0,900,1.0,1.0,0.1111111111111111,1.0,0.19999999999999998
ensemble:df_node_similarity,100,0.25,96,4.0,56.80958795547485,1.0,99,799,731,1,900,0.99,0.99875,0.11927710843373494,0.9977777777777778,0.2129032258064516
centrality-cm:betweenness:leiden,2,0.3,29,11.666666666666666,0.9002065658569336,0.3333333333333333,5,2324,1161,1,2331,0.8333333333333334,0.9995698924731182,0.004288164665523156,0.9991419991419992,0.008532423208191127
centrality-cm:betweenness:df_node_similarity,2,0.3,7,4.333333333333333,15.719967524210611,0.0,6,2325,1941,0,2331,1.0,1.0,0.0030816640986132513,1.0,0.006144393241167435
rumor:leiden,2,0.3,29,11.666666666666666,3.113167921702067,0.0,6,2325,2325,0,2331,1.0,1.0,0.002574002574002574,1.0,0.005134788189987163
rumor:df_node_similarity,2,0.3,7,4.333333333333333,45.29404385884603,0.0,6,2325,2325,0,2331,1.0,1.0,0.002574002574002574,1.0,0.005134788189987163
jordan:leiden,2,0.3,34,13.333333333333334,0.4432162443796794,0.0,6,2325,386,0,2331,1.0,1.0,0.015306122448979591,1.0,0.03015075376884422
jordan:df_node_similarity,2,0.3,7,4.333333333333333,8.689850330352783,0.6666666666666666,4,2323,45,2,2331,0.6666666666666666,0.9991397849462366,0.08163265306122448,0.9982839982839983,0.14545454545454545
netsleuth-cm:leiden,2,0.3,29,11.666666666666666,0.2650787830352783,1.6666666666666667,1,2320,653,5,2331,0.16666666666666666,0.9978494623655914,0.0015290519877675841,0.9957099957099957,0.00303030303030303
netsleuth-cm:df_node_similarity,2,0.3,7,4.333333333333333,9.085821072260538,1.6666666666666667,2,2321,921,4,2331,0.3333333333333333,0.9982795698924731,0.0021668472372697724,0.9965679965679966,0.004305705059203444
ensemble:leiden,2,0.3,31,12.333333333333334,4.447221994400024,0.0,6,2325,2283,0,2331,1.0,1.0,0.002621231979030144,1.0,0.00522875816993464
ensemble:df_node_similarity,2,0.3,6,5.0,48.69986307621002,0.0,4,1536,1493,0,1540,1.0,1.0,0.0026720106880427524,1.0,0.005329780146568955
ensemble-centralities:leiden,2,0.3,28,11.333333333333334,1.5935581525166829,0.0,6,2325,2252,0,2331,1.0,1.0,0.002657218777679362,1.0,0.005300353356890459
ensemble-centralities:df_node_similarity,2,0.3,7,4.333333333333333,20.93406669298808,0.0,6,2325,2107,0,2331,1.0,1.0,0.002839564600094652,1.0,0.0056630486078338834
centrality-cm:betweenness:leiden,10,0.3,4,11.333333333333334,1.0261845588684082,1.6666666666666667,25,2443,970,5,2478,0.8333333333333334,0.9979575163398693,0.02512562814070352,0.9959644874899112,0.04878048780487805
centrality-cm:betweenness:df_node_similarity,10,0.3,18,4.0,18.81284785270691,0.0,30,2448,2258,0,2478,1.0,1.0,0.013111888111888112,1.0,0.025884383088869714
rumor:leiden,10,0.3,8,12.666666666666666,3.016590197881063,0.0,30,2448,2448,0,2478,1.0,1.0,0.012106537530266344,1.0,0.02392344497607656
jordan:leiden,10,0.3,5,11.666666666666666,0.46091175079345703,4.0,18,2436,305,12,2478,0.6,0.9950980392156863,0.05572755417956656,0.9903147699757869,0.1019830028328612
jordan:df_node_similarity,10,0.3,18,4.0,9.451561212539673,10.0,3,2421,65,27,2478,0.1,0.9889705882352942,0.04411764705882353,0.9782082324455206,0.06122448979591837
netsleuth-cm:leiden,10,0.3,6,12.0,0.29987343152364093,4.666666666666667,16,2434,827,14,2478,0.5333333333333333,0.994281045751634,0.018979833926453145,0.9887005649717514,0.03665521191294387
netsleuth-cm:df_node_similarity,10,0.3,18,4.0,9.966565608978271,0.0,20,2438,1489,10,2478,0.6666666666666666,0.9959150326797386,0.013253810470510271,0.9919289749798225,0.02599090318388564
ensemble:leiden,10,0.3,5,11.666666666666666,5.032876809438069,0.0,30,2448,2409,0,2478,1.0,1.0,0.012300123001230012,1.0,0.02430133657351154
ensemble-centralities:leiden,10,0.3,8,12.666666666666666,1.679155667622884,0.3333333333333333,29,2447,2188,1,2478,0.9666666666666667,0.9995915032679739,0.013080739738385205,0.9991928974979822,0.0258121940364931
ensemble-centralities:df_node_similarity,10,0.3,18,4.0,25.65479016304016,0.0,30,2448,2430,0,2478,1.0,1.0,0.012195121951219513,1.0,0.024096385542168676
centrality-cm:betweenness:leiden,100,0.3,266,11.333333333333334,1.6672014395395915,31.666666666666668,210,2316,1081,90,2706,0.7,0.9625935162094763,0.16266460108443068,0.9334811529933481,0.26398491514770583
centrality-cm:betweenness:df_node_similarity,100,0.3,286,4.666666666666667,24.779548803965252,6.666666666666667,280,2386,1950,20,2706,0.9333333333333333,0.9916874480465503,0.12556053811659193,0.9852180339985218,0.2213438735177866
rumor:leiden,100,0.3,269,10.333333333333334,4.980278968811035,0.0,300,2406,2406,0,2706,1.0,1.0,0.11086474501108648,1.0,0.1996007984031936
jordan:leiden,100,0.3,268,10.666666666666666,0.49985504150390625,0.0,110,2216,109,190,2706,0.36666666666666664,0.9210307564422278,0.502283105022831,0.8595713229859572,0.42389210019267826
jordan:df_node_similarity,100,0.3,286,4.666666666666667,15.446268796920776,0.0,14,2120,47,286,2706,0.04666666666666667,0.8811305070656692,0.22950819672131148,0.7886178861788617,0.0775623268698061
netsleuth-cm:leiden,100,0.3,264,12.0,0.8955773512522379,89.33333333333333,63,2169,619,237,2706,0.21,0.9014962593516209,0.09237536656891496,0.8248337028824834,0.12830957230142565
netsleuth-cm:df_node_similarity,100,0.3,286,4.666666666666667,16.420761903127033,1.3333333333333333,96,2202,763,204,2706,0.32,0.9152119700748129,0.11175785797438882,0.8492239467849224,0.1656600517687662
ensemble:leiden,100,0.3,263,12.333333333333334,5.872543176015218,1.0,297,2403,2375,3,2706,0.99,0.9987531172069826,0.11115269461077844,0.9977827050997783,0.19986541049798115
ensemble-centralities:leiden,100,0.3,260,13.333333333333334,1.9569658438364665,0.3333333333333333,299,2405,2328,1,2706,0.9966666666666667,0.9995843724023276,0.11381804339550819,0.9992609016999261,0.2043047488896481
ensemble-centralities:df_node_similarity,100,0.3,286,4.666666666666667,32.03414066632589,5.0,285,2391,2181,15,2706,0.95,0.9937655860349127,0.11557177615571776,0.9889135254988913,0.20607375271149672
rumor:df_node_similarity,100,0.3,96,4.0,52.2085485458374,0.0,100,800,800,0,900,1.0,1.0,0.1111111111111111,1.0,0.19999999999999998
ensemble:df_node_similarity,100,0.3,96,4.0,58.85091280937195,1.0,99,799,740,1,900,0.99,0.99875,0.11799761620977355,0.9977777777777778,0.2108626198083067
