type,experiment,sources,detected,normalized,per_community,time,nr_of_empty_communities,error_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
rumor:eigenvector,2,"0,33","1,6,33","OrderedDict([(33, 1.0), (6, 1.0), (5, 1.0), (0, 1.0), (1, 1.0), (4, 0.25), (10, 0.25), (32, 0.21250000000000002), (2, 0.16666666666666666), (13, 0.062499999999999986), (7, 0.062499999999999986), (9, 0.055), (31, 0.025000000000000005), (28, 0.015625000000000003), (30, 0.008333333333333338), (8, 0.008333333333333338), (22, 0.0), (15, 0.0), (18, 0.0), (29, 0.0), (16, 0.0), (19, 0.0), (21, 0.0)])","{0: {8: 0.005050505050505051, 9: 0.00909090909090909, 15: 0.004329004329004329, 18: 0.004329004329004329, 22: 0.004329004329004329, 28: 0.005681818181818182, 29: 0.004329004329004329, 30: 0.005050505050505051, 31: 0.006493506493506494, 32: 0.022727272727272728, 33: 0.09090909090909091}, 1: {0: 0.08333333333333333, 4: 0.041666666666666664, 5: 0.08333333333333333, 6: 0.08333333333333333, 10: 0.041666666666666664, 16: 0.027777777777777776}, 2: {1: 0.16666666666666666, 2: 0.05555555555555555, 7: 0.041666666666666664, 13: 0.041666666666666664, 19: 0.03333333333333333, 21: 0.03333333333333333}}",0.0030565261840820312,1,1,1,20,2,1,23,0.5,0.9523809523809523,0.3333333333333333,0.9130434782608695,0.4
rumor:louvain,2,"0,33","1,6,33","OrderedDict([(33, 1.0), (1, 1.0), (0, 1.0), (6, 1.0), (5, 1.0), (4, 0.33333333333333326), (32, 0.21250000000000002), (2, 0.16666666666666666), (7, 0.06249999999999999), (13, 0.06249999999999999), (9, 0.055), (31, 0.025000000000000005), (28, 0.015625000000000003), (8, 0.008333333333333338), (30, 0.008333333333333338), (15, 0.0), (18, 0.0), (29, 0.0), (22, 0.0), (19, 0.0), (21, 0.0), (10, 0.0), (16, 0.0)])","{0: {8: 0.005050505050505051, 9: 0.00909090909090909, 15: 0.004329004329004329, 18: 0.004329004329004329, 22: 0.004329004329004329, 28: 0.005681818181818182, 29: 0.004329004329004329, 30: 0.005050505050505051, 31: 0.006493506493506494, 32: 0.022727272727272728, 33: 0.09090909090909091}, 1: {0: 0.14285714285714285, 1: 0.14285714285714285, 2: 0.047619047619047616, 7: 0.03571428571428571, 13: 0.03571428571428571, 19: 0.02857142857142857, 21: 0.02857142857142857}, 2: {4: 0.06666666666666667, 5: 0.1, 6: 0.1, 10: 0.05, 16: 0.05}}",0.0030786991119384766,1,1,1,20,2,1,23,0.5,0.9523809523809523,0.3333333333333333,0.9130434782608695,0.4
rumor:greedy_modularity,2,"0,33","0,1,33","OrderedDict([(33, 1.0), (1, 1.0), (0, 1.0), (6, 1.0), (5, 1.0), (2, 0.625), (32, 0.4615384615384615), (10, 0.25), (4, 0.25), (7, 0.15625), (13, 0.15625), (31, 0.07692307692307691), (21, 0.0625), (19, 0.0625), (8, 0.012820512820512822), (30, 0.012820512820512822), (28, 0.0), (29, 0.0), (15, 0.0), (18, 0.0), (22, 0.0), (9, 0.0), (16, 0.0)])","{0: {32: 0.05, 33: 0.1, 8: 0.008333333333333333, 15: 0.007142857142857143, 18: 0.007142857142857143, 22: 0.007142857142857143, 28: 0.007142857142857143, 29: 0.007142857142857143, 30: 0.008333333333333333, 31: 0.014285714285714285}, 1: {1: 0.07142857142857142, 2: 0.047619047619047616, 19: 0.011904761904761904, 21: 0.011904761904761904, 7: 0.017857142857142856, 9: 0.007936507936507936, 13: 0.017857142857142856}, 2: {0: 0.08333333333333333, 16: 0.027777777777777776, 4: 0.041666666666666664, 5: 0.08333333333333333, 6: 0.08333333333333333, 10: 0.041666666666666664}}",0.0030946731567382812,1,0,2,21,1,0,23,1.0,1.0,0.6666666666666666,1.0,0.8
rumor:label_propagation,2,"0,33","0,6,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.47826086956521735), (1, 0.16666666666666666), (8, 0.043478260869565216), (28, 0.026086956521739132), (2, 0.026086956521739132), (29, 0.021739130434782615), (18, 0.021739130434782615), (22, 0.021739130434782615), (15, 0.021739130434782615), (13, 0.016149068322981366), (9, 0.016149068322981366), (31, 0.006211180124223604), (30, 0.0), (4, 0.0), (19, 0.0), (7, 0.0), (10, 0.0), (21, 0.0), (6, 0.0), (5, 0.0), (16, 0.0)])","{0: {32: 0.019230769230769232, 33: 0.038461538461538464, 2: 0.002564102564102564, 8: 0.003205128205128205, 9: 0.002197802197802198, 13: 0.002197802197802198, 15: 0.002403846153846154, 18: 0.002403846153846154, 22: 0.002403846153846154, 28: 0.002564102564102564, 29: 0.002403846153846154, 30: 0.0016025641025641025, 31: 0.0018315018315018315}, 1: {0: 0.14285714285714285, 1: 0.047619047619047616, 4: 0.02857142857142857, 7: 0.02857142857142857, 10: 0.02857142857142857, 19: 0.02857142857142857, 21: 0.02857142857142857}, 2: {16: 0.3333333333333333, 5: 0.3333333333333333, 6: 0.3333333333333333}}",0.0032510757446289062,1,0,2,21,1,0,23,1.0,1.0,0.6666666666666666,1.0,0.8
rumor:infomap,2,"0,33","1,6,33","OrderedDict([(33, 1.0), (1, 1.0), (0, 1.0), (6, 1.0), (5, 1.0), (2, 0.631578947368421), (32, 0.4615384615384615), (4, 0.33333333333333326), (13, 0.17105263157894737), (7, 0.17105263157894737), (21, 0.07894736842105263), (19, 0.07894736842105263), (31, 0.07692307692307691), (8, 0.012820512820512822), (30, 0.012820512820512822), (15, 0.0), (18, 0.0), (29, 0.0), (28, 0.0), (22, 0.0), (9, 0.0), (16, 0.0), (10, 0.0)])","{0: {8: 0.008333333333333333, 15: 0.007142857142857143, 18: 0.007142857142857143, 22: 0.007142857142857143, 28: 0.007142857142857143, 29: 0.007142857142857143, 30: 0.008333333333333333, 31: 0.014285714285714285, 32: 0.05, 33: 0.1}, 1: {0: 0.0625, 1: 0.0625, 2: 0.041666666666666664, 7: 0.015625, 9: 0.005952380952380952, 13: 0.015625, 19: 0.010416666666666666, 21: 0.010416666666666666}, 2: {4: 0.06666666666666667, 5: 0.1, 6: 0.1, 10: 0.05, 16: 0.05}}",0.0030667781829833984,1,1,1,20,2,1,23,0.5,0.9523809523809523,0.3333333333333333,0.9130434782608695,0.4
rumor:surprise_communities,2,"0,33","0,6,9,28,33","OrderedDict([(33, 1.0), (32, 1.0), (0, 1.0), (1, 1.0), (6, 1.0), (5, 1.0), (4, 0.33333333333333326), (2, 0.16666666666666666), (13, 0.06249999999999999), (7, 0.06249999999999999), (8, 0.04000000000000002), (30, 0.04000000000000002), (15, 0.0), (29, 0.0), (18, 0.0), (22, 0.0), (19, 0.0), (21, 0.0), (10, 0.0), (16, 0.0), (28, 0.0), (31, 0.0), (9, 0.0)])","{0: {8: 0.025, 15: 0.020833333333333332, 18: 0.020833333333333332, 22: 0.020833333333333332, 29: 0.020833333333333332, 30: 0.025, 32: 0.125, 33: 0.125}, 1: {0: 0.14285714285714285, 1: 0.14285714285714285, 2: 0.047619047619047616, 7: 0.03571428571428571, 13: 0.03571428571428571, 19: 0.02857142857142857, 21: 0.02857142857142857}, 2: {4: 0.06666666666666667, 5: 0.1, 6: 0.1, 10: 0.05, 16: 0.05}, 3: {28: 0.5, 31: 0.5}, 4: {9: 1.0}}",0.0024971961975097656,3,0,2,21,3,0,23,1.0,1.0,0.4,1.0,0.5714285714285715
rumor:walktrap,2,"0,33","0,6,33","OrderedDict([(33, 1.0), (0, 1.0), (1, 1.0), (6, 1.0), (5, 1.0), (4, 0.33333333333333326), (32, 0.21250000000000002), (2, 0.16666666666666666), (7, 0.06249999999999999), (13, 0.06249999999999999), (9, 0.055), (31, 0.025000000000000005), (28, 0.015625000000000003), (8, 0.008333333333333338), (30, 0.008333333333333338), (22, 0.0), (18, 0.0), (15, 0.0), (29, 0.0), (21, 0.0), (19, 0.0), (10, 0.0), (16, 0.0)])","{0: {8: 0.005050505050505051, 9: 0.00909090909090909, 15: 0.004329004329004329, 18: 0.004329004329004329, 22: 0.004329004329004329, 28: 0.005681818181818182, 29: 0.004329004329004329, 30: 0.005050505050505051, 31: 0.006493506493506494, 32: 0.022727272727272728, 33: 0.09090909090909091}, 1: {0: 0.14285714285714285, 1: 0.14285714285714285, 2: 0.047619047619047616, 7: 0.03571428571428571, 13: 0.03571428571428571, 19: 0.02857142857142857, 21: 0.02857142857142857}, 2: {4: 0.06666666666666667, 5: 0.1, 6: 0.1, 10: 0.05, 16: 0.05}}",0.0030579566955566406,1,0,2,21,1,0,23,1.0,1.0,0.6666666666666666,1.0,0.8
rumor:df_node_similarity,2,"0,33","0,33","OrderedDict([(0, 1.0), (33, 1.0), (5, 0.23790322580645162), (6, 0.23790322580645162), (32, 0.21250000000000002), (1, 0.1532258064516129), (2, 0.11088709677419355), (10, 0.11088709677419355), (4, 0.11088709677419355), (7, 0.0967741935483871), (13, 0.0967741935483871), (19, 0.08548387096774195), (21, 0.08548387096774195), (9, 0.055), (31, 0.025000000000000005), (28, 0.015625000000000003), (30, 0.008333333333333338), (8, 0.008333333333333338), (16, 0.0), (15, 0.0), (22, 0.0), (18, 0.0), (29, 0.0)])","{0: {0: 0.041666666666666664, 1: 0.006944444444444444, 2: 0.005208333333333333, 4: 0.005208333333333333, 5: 0.010416666666666666, 6: 0.010416666666666666, 7: 0.004629629629629629, 10: 0.005208333333333333, 13: 0.004629629629629629, 16: 0.0006613756613756613, 19: 0.004166666666666667, 21: 0.004166666666666667}, 1: {32: 0.022727272727272728, 33: 0.09090909090909091, 8: 0.005050505050505051, 9: 0.00909090909090909, 15: 0.004329004329004329, 18: 0.004329004329004329, 22: 0.004329004329004329, 28: 0.005681818181818182, 29: 0.004329004329004329, 30: 0.005050505050505051, 31: 0.006493506493506494}}",0.003635883331298828,0,0,2,21,0,0,23,1.0,1.0,1.0,1.0,1.0
jordan:leiden,2,"0,33","7,16,28","OrderedDict([(28, 1.0), (7, 1.0), (13, 1.0), (16, 1.0), (15, 0.8461538461538461), (18, 0.8461538461538461), (22, 0.8461538461538461), (30, 0.8461538461538461), (19, 0.8181818181818182), (21, 0.8181818181818182), (8, 0.7692307692307693), (31, 0.7692307692307693), (29, 0.6923076923076923), (1, 0.6363636363636364), (2, 0.5454545454545454), (4, 0.5), (10, 0.5), (32, 0.38461538461538464), (9, 0.2727272727272727), (33, 0.0), (0, 0.0), (5, 0.0), (6, 0.0)])","{0: {8: 16, 15: 17, 18: 17, 22: 17, 28: 19, 29: 15, 30: 17, 31: 16, 32: 11, 33: 6}, 1: {0: 7, 1: 14, 2: 13, 7: 18, 9: 10, 13: 18, 19: 16, 21: 16}, 2: {4: 3, 5: 2, 6: 2, 10: 3, 16: 4}}",0.0012099742889404297,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
jordan:eigenvector,2,"0,33","4,7,28","OrderedDict([(28, 1.0), (4, 1.0), (10, 1.0), (7, 1.0), (13, 1.0), (5, 0.9230769230769231), (6, 0.9230769230769231), (9, 0.8461538461538461), (15, 0.8461538461538461), (18, 0.8461538461538461), (22, 0.8461538461538461), (30, 0.8461538461538461), (8, 0.7692307692307693), (31, 0.7692307692307693), (29, 0.6923076923076923), (19, 0.4), (21, 0.4), (32, 0.38461538461538464), (1, 0.2), (16, 0.15384615384615385), (33, 0.0), (0, 0.0), (2, 0.0)])","{0: {8: 16, 9: 17, 15: 17, 18: 17, 22: 17, 28: 19, 29: 15, 30: 17, 31: 16, 32: 11, 33: 6}, 1: {0: 2, 4: 15, 5: 14, 6: 14, 10: 15, 16: 4}, 2: {1: 7, 2: 6, 7: 11, 13: 11, 19: 8, 21: 8}}",0.0011718273162841797,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
jordan:louvain,2,"0,33","7,16,28","OrderedDict([(28, 1.0), (7, 1.0), (13, 1.0), (16, 1.0), (9, 0.8461538461538461), (15, 0.8461538461538461), (18, 0.8461538461538461), (22, 0.8461538461538461), (30, 0.8461538461538461), (19, 0.8181818181818182), (21, 0.8181818181818182), (8, 0.7692307692307693), (31, 0.7692307692307693), (29, 0.6923076923076923), (1, 0.6363636363636364), (2, 0.5454545454545454), (4, 0.5), (10, 0.5), (32, 0.38461538461538464), (33, 0.0), (0, 0.0), (5, 0.0), (6, 0.0)])","{0: {8: 16, 9: 17, 15: 17, 18: 17, 22: 17, 28: 19, 29: 15, 30: 17, 31: 16, 32: 11, 33: 6}, 1: {0: 7, 1: 14, 2: 13, 7: 18, 13: 18, 19: 16, 21: 16}, 2: {4: 3, 5: 2, 6: 2, 10: 3, 16: 4}}",0.0011768341064453125,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
jordan:greedy_modularity,2,"0,33","4,7,28","OrderedDict([(28, 1.0), (7, 1.0), (13, 1.0), (4, 1.0), (10, 1.0), (5, 0.9230769230769231), (6, 0.9230769230769231), (15, 0.8461538461538461), (18, 0.8461538461538461), (22, 0.8461538461538461), (30, 0.8461538461538461), (9, 0.8), (8, 0.7692307692307693), (31, 0.7692307692307693), (29, 0.6923076923076923), (19, 0.4), (21, 0.4), (32, 0.38461538461538464), (1, 0.2), (16, 0.15384615384615385), (33, 0.0), (2, 0.0), (0, 0.0)])","{0: {32: 11, 33: 6, 8: 16, 15: 17, 18: 17, 22: 17, 28: 19, 29: 15, 30: 17, 31: 16}, 1: {1: 7, 2: 6, 19: 8, 21: 8, 7: 11, 9: 10, 13: 11}, 2: {0: 2, 16: 4, 4: 15, 5: 14, 6: 14, 10: 15}}",0.0011630058288574219,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
jordan:label_propagation,2,"0,33","16,19,28","OrderedDict([(28, 1.0), (19, 1.0), (21, 1.0), (16, 1.0), (9, 0.9333333333333333), (4, 0.8461538461538461), (7, 0.8461538461538461), (10, 0.8461538461538461), (8, 0.7333333333333333), (13, 0.7333333333333333), (15, 0.6666666666666666), (18, 0.6666666666666666), (22, 0.6666666666666666), (30, 0.6666666666666666), (31, 0.6), (1, 0.5384615384615384), (29, 0.5333333333333333), (32, 0.4), (2, 0.26666666666666666), (33, 0.0), (0, 0.0), (5, 0.0), (6, 0.0)])","{0: {32: 13, 33: 7, 2: 11, 8: 18, 9: 21, 13: 18, 15: 17, 18: 17, 22: 17, 28: 22, 29: 15, 30: 17, 31: 16}, 1: {0: 3, 1: 10, 4: 14, 7: 14, 10: 14, 19: 16, 21: 16}, 2: {16: 4, 5: 2, 6: 2}}",0.0011687278747558594,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
jordan:infomap,2,"0,33","7,16,28","OrderedDict([(28, 1.0), (7, 1.0), (13, 1.0), (16, 1.0), (15, 0.8461538461538461), (18, 0.8461538461538461), (22, 0.8461538461538461), (30, 0.8461538461538461), (19, 0.8181818181818182), (21, 0.8181818181818182), (8, 0.7692307692307693), (31, 0.7692307692307693), (29, 0.6923076923076923), (1, 0.6363636363636364), (2, 0.5454545454545454), (4, 0.5), (10, 0.5), (32, 0.38461538461538464), (9, 0.2727272727272727), (33, 0.0), (0, 0.0), (5, 0.0), (6, 0.0)])","{0: {8: 16, 15: 17, 18: 17, 22: 17, 28: 19, 29: 15, 30: 17, 31: 16, 32: 11, 33: 6}, 1: {0: 7, 1: 14, 2: 13, 7: 18, 9: 10, 13: 18, 19: 16, 21: 16}, 2: {4: 3, 5: 2, 6: 2, 10: 3, 16: 4}}",0.0011739730834960938,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
jordan:surprise_communities,2,"0,33","7,9,15,16,28","OrderedDict([(15, 1.0), (18, 1.0), (22, 1.0), (30, 1.0), (7, 1.0), (13, 1.0), (16, 1.0), (28, 1.0), (8, 0.9230769230769231), (29, 0.8461538461538461), (19, 0.8181818181818182), (21, 0.8181818181818182), (1, 0.6363636363636364), (2, 0.5454545454545454), (4, 0.5), (10, 0.5), (32, 0.38461538461538464), (33, 0.0), (0, 0.0), (5, 0.0), (6, 0.0), (31, 0.0), (9, 0.0)])","{0: {8: 16, 15: 17, 18: 17, 22: 17, 29: 15, 30: 17, 32: 9, 33: 4}, 1: {0: 7, 1: 14, 2: 13, 7: 18, 13: 18, 19: 16, 21: 16}, 2: {4: 3, 5: 2, 6: 2, 10: 3, 16: 4}, 3: {28: 5, 31: 2}, 4: {9: 0}}",0.001519918441772461,3,2,0,19,5,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
jordan:walktrap,2,"0,33","7,16,28","OrderedDict([(28, 1.0), (7, 1.0), (13, 1.0), (16, 1.0), (9, 0.8461538461538461), (15, 0.8461538461538461), (18, 0.8461538461538461), (22, 0.8461538461538461), (30, 0.8461538461538461), (19, 0.8181818181818182), (21, 0.8181818181818182), (8, 0.7692307692307693), (31, 0.7692307692307693), (29, 0.6923076923076923), (1, 0.6363636363636364), (2, 0.5454545454545454), (4, 0.5), (10, 0.5), (32, 0.38461538461538464), (33, 0.0), (0, 0.0), (5, 0.0), (6, 0.0)])","{0: {8: 16, 9: 17, 15: 17, 18: 17, 22: 17, 28: 19, 29: 15, 30: 17, 31: 16, 32: 11, 33: 6}, 1: {0: 7, 1: 14, 2: 13, 7: 18, 13: 18, 19: 16, 21: 16}, 2: {4: 3, 5: 2, 6: 2, 10: 3, 16: 4}}",0.0011909008026123047,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
jordan:df_node_similarity,2,"0,33","7,28","OrderedDict([(7, 1.0), (13, 1.0), (28, 1.0), (19, 0.8888888888888888), (21, 0.8888888888888888), (9, 0.8461538461538461), (15, 0.8461538461538461), (18, 0.8461538461538461), (22, 0.8461538461538461), (30, 0.8461538461538461), (4, 0.8333333333333334), (10, 0.8333333333333334), (1, 0.7777777777777778), (5, 0.7777777777777778), (6, 0.7777777777777778), (8, 0.7692307692307693), (31, 0.7692307692307693), (2, 0.7222222222222222), (29, 0.6923076923076923), (0, 0.4444444444444444), (32, 0.38461538461538464), (16, 0.0), (33, 0.0)])","{0: {0: 8, 1: 14, 2: 13, 4: 15, 5: 14, 6: 14, 7: 18, 10: 15, 13: 18, 16: 0, 19: 16, 21: 16}, 1: {32: 11, 33: 6, 8: 16, 9: 17, 15: 17, 18: 17, 22: 17, 28: 19, 29: 15, 30: 17, 31: 16}}",0.001020193099975586,0,2,0,19,2,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
netsleuth-cm:leiden,2,"0,33","10,13,28","OrderedDict([(28, 1.0), (13, 1.0), (10, 1.0), (2, 0.9538014138918265), (8, 0.9433400090827766), (6, 0.9143392438272374), (31, 0.8780926297584394), (5, 0.7809194881141152), (0, 0.7789752547810206), (32, 0.774151907880397), (30, 0.7446366120232798), (1, 0.6196060444554367), (21, 0.6196060444554321), (16, 0.6128007881399322), (18, 0.592776455078097), (29, 0.5867542715148519), (33, 0.5546625500422495), (9, 0.5411899352883108), (15, 0.48224506622742436), (7, 0.30980302222771644), (22, 0.0), (19, 0.0), (4, 0.0)])","{0: {8: 0.3162277660168381, 15: -0.18396768845502715, 18: -0.06406331922208897, 22: -0.7071067811865476, 28: 0.37769248244098474, 29: -0.070596179516927, 30: 0.10067446720640681, 31: 0.2454474569721709, 32: 0.13269263841795628, 33: -0.10540925533894599}, 1: {0: 0.18187532278290114, 1: 4.667950724276269e-15, 2: 0.3813904239383435, 7: -0.35355339059327345, 9: -0.08949002845036744, 13: 0.4341131722243633, 19: -0.7071067811865474, 21: -4.710277376051338e-16}, 2: {4: -0.44721359549995787, 5: 0.3717480344601856, 6: 0.5116672736016934, 10: 0.601500955007545, 16: 0.19543950758485465}}",0.002749204635620117,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
netsleuth-cm:eigenvector,2,"0,33","7,10,29","OrderedDict([(29, 1.0), (10, 1.0), (7, 1.0), (31, 0.9828581054530016), (15, 0.8115602053229654), (4, 0.8086132122302685), (0, 0.7912652350847793), (16, 0.7724653704097595), (30, 0.6989535326874087), (28, 0.6877201969042102), (18, 0.5856620314050557), (32, 0.5571705979356901), (9, 0.5480055643560506), (33, 0.5231567905129254), (8, 0.3694024764784086), (19, 0.3333333333333333), (6, 0.2871449604529522), (21, 0.18582792948527252), (1, 0.18426213483334739), (13, 0.0351909363333614), (22, 0.0), (5, 0.0), (2, 0.0)])","{0: {8: -0.30151134457776385, 9: -0.10540925533894632, 15: 0.18396768845502673, 18: -0.0640633192220882, 22: -0.7071067811865471, 28: 0.047994202941113985, 29: 0.3908702558799331, 30: 0.06032814768072317, 31: 0.37204884929551385, 32: -0.09534625892455896, 33: -0.13269263841795595}, 1: {0: 0.3907311836307501, 4: 0.408248290463863, 5: -0.4082482904638629, 6: -0.11830388330557691, 10: 0.6015009550075461, 16: 0.3717480344601843}, 2: {1: -0.18257418583505536, 2: -0.408248290463863, 7: 0.8164965809277258, 13: -0.3651483716701107, 19: -6.214493871173068e-17, 21: -0.18065648686545768}}",0.0026674270629882812,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
netsleuth-cm:louvain,2,"0,33","2,10,29","OrderedDict([(29, 1.0), (2, 1.0), (10, 1.0), (31, 0.9828581054530016), (6, 0.9143392438272374), (15, 0.8115602053229654), (5, 0.7809194881141152), (30, 0.6989535326874087), (28, 0.6877201969042102), (16, 0.6128007881399322), (18, 0.5856620314050557), (32, 0.5571705979356901), (9, 0.5480055643560506), (33, 0.5231567905129254), (8, 0.3694024764784086), (19, 0.29111933603546736), (21, 0.2911193360354673), (13, 0.29111933603546714), (7, 0.291119336035467), (0, 0.17227036477801294), (22, 0.0), (1, 0.0), (4, 0.0)])","{0: {8: -0.30151134457776385, 9: -0.10540925533894632, 15: 0.18396768845502673, 18: -0.0640633192220882, 22: -0.7071067811865471, 28: 0.047994202941113985, 29: 0.3908702558799331, 30: 0.06032814768072317, 31: 0.37204884929551385, 32: -0.09534625892455896, 33: -0.13269263841795595}, 1: {0: -0.15430334996209194, 1: -0.37796447300922725, 2: 0.920350088147849, 7: -4.602237243358302e-16, 13: -3.031919567882678e-16, 19: -1.8665493557865963e-17, 21: -2.904442324251595e-17}, 2: {4: -0.44721359549995787, 5: 0.3717480344601856, 6: 0.5116672736016934, 10: 0.601500955007545, 16: 0.19543950758485465}}",0.002646207809448242,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
netsleuth-cm:greedy_modularity,2,"0,33","10,19,28","OrderedDict([(28, 1.0), (19, 1.0), (10, 1.0), (8, 0.9433400090827766), (31, 0.8780926297584394), (4, 0.8086132122302685), (0, 0.7912652350847793), (32, 0.774151907880397), (16, 0.7724653704097595), (30, 0.7446366120232798), (7, 0.7181655081713786), (2, 0.6939440333786833), (18, 0.592776455078097), (29, 0.5867542715148519), (33, 0.5546625500422495), (15, 0.48224506622742436), (21, 0.39452608980028164), (13, 0.3435891176221999), (6, 0.2871449604529522), (1, 0.27637505423789416), (22, 0.0), (9, 0.0), (5, 0.0)])","{0: {32: 0.13269263841795628, 33: -0.10540925533894599, 8: 0.3162277660168381, 15: -0.18396768845502715, 18: -0.06406331922208897, 22: -0.7071067811865476, 28: 0.37769248244098474, 29: -0.070596179516927, 30: 0.10067446720640681, 31: 0.2454474569721709}, 1: {1: -0.13798348210052425, 2: 0.3496772606492357, 19: 0.7071067811865477, 21: -1.38864451574113e-16, 7: 0.37796447300922736, 9: -0.46074994934260993, 13: -0.0594870857909494}, 2: {0: 0.3907311836307501, 16: 0.3717480344601843, 4: 0.408248290463863, 5: -0.4082482904638629, 6: -0.11830388330557691, 10: 0.6015009550075461}}",0.0027298927307128906,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
netsleuth-cm:label_propagation,2,"0,33","2,10,16","OrderedDict([(2, 1.0), (10, 1.0), (16, 1.0), (19, 0.9999999999999999), (21, 0.9999999999999998), (8, 0.8428732418207199), (0, 0.8218258387250503), (13, 0.7762437055303826), (33, 0.697762584420102), (32, 0.6806946580787738), (7, 0.6666666666666666), (29, 0.5908485772403012), (30, 0.5908485772403008), (28, 0.5908485772403004), (31, 0.5908485772403002), (22, 0.5908485772402997), (15, 0.5798260287035164), (5, 0.5754522327048266), (1, 0.5635642195280152), (18, 0.15301929844994502), (9, 0.0), (4, 0.0), (6, 0.0)])","{0: {32: 0.09887452633681826, 33: 0.1176575730407083, 2: 0.45026619689878955, 8: 0.27735009811261463, 9: -0.6502217199261692, 13: 0.20402509852144834, 15: -0.012130181477347608, 18: -0.48182583094097253, 22: -1.0391634544279162e-15, 28: -1.8790932503645307e-16, 29: 6.267699943763807e-16, 30: 2.157211991402046e-16, 31: -4.929377346226077e-16}, 1: {0: -0.15430334996209194, 1: -0.37796447300922725, 4: -0.8660254037844387, 7: -0.28867513459481287, 10: 6.241751283557644e-17, 19: 5.476166804357268e-17, 21: -6.902983174087432e-17}, 2: {16: -0.40824829046386296, 5: -0.5773502691896256, 6: -0.806559132617443}}",0.003180980682373047,1,3,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
netsleuth-cm:infomap,2,"0,33","10,13,28","OrderedDict([(28, 1.0), (13, 1.0), (10, 1.0), (2, 0.9538014138918265), (8, 0.9433400090827766), (6, 0.9143392438272374), (31, 0.8780926297584394), (5, 0.7809194881141152), (0, 0.7789752547810206), (32, 0.774151907880397), (30, 0.7446366120232798), (1, 0.6196060444554367), (21, 0.6196060444554321), (16, 0.6128007881399322), (18, 0.592776455078097), (29, 0.5867542715148519), (33, 0.5546625500422495), (9, 0.5411899352883108), (15, 0.48224506622742436), (7, 0.30980302222771644), (22, 0.0), (19, 0.0), (4, 0.0)])","{0: {8: 0.3162277660168381, 15: -0.18396768845502715, 18: -0.06406331922208897, 22: -0.7071067811865476, 28: 0.37769248244098474, 29: -0.070596179516927, 30: 0.10067446720640681, 31: 0.2454474569721709, 32: 0.13269263841795628, 33: -0.10540925533894599}, 1: {0: 0.18187532278290114, 1: 4.667950724276269e-15, 2: 0.3813904239383435, 7: -0.35355339059327345, 9: -0.08949002845036744, 13: 0.4341131722243633, 19: -0.7071067811865474, 21: -4.710277376051338e-16}, 2: {4: -0.44721359549995787, 5: 0.3717480344601856, 6: 0.5116672736016934, 10: 0.601500955007545, 16: 0.19543950758485465}}",0.0027854442596435547,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
netsleuth-cm:surprise_communities,2,"0,33","2,8,9,10,31","OrderedDict([(8, 1.0), (2, 1.0), (10, 1.0), (31, 1.0), (6, 0.9143392438272374), (5, 0.7809194881141152), (16, 0.6128007881399322), (19, 0.29111933603546736), (21, 0.2911193360354673), (13, 0.29111933603546714), (7, 0.291119336035467), (18, 0.28266462022521477), (15, 0.28266462022521466), (22, 0.28266462022521466), (30, 0.28266462022521455), (29, 0.28266462022521455), (32, 0.17582743600343798), (0, 0.17227036477801294), (33, 0.0), (1, 0.0), (4, 0.0), (28, 0.0), (9, 0.0)])","{0: {8: 0.8972341692774247, 15: 1.2052332014783722e-16, 18: 2.0037174799660426e-16, 22: 1.1333747737961353e-16, 29: -4.934562894185856e-17, 30: -2.8541399531185027e-18, 32: -0.13363062095621225, 33: -0.35355339059327384}, 1: {0: -0.15430334996209194, 1: -0.37796447300922725, 2: 0.920350088147849, 7: -4.602237243358302e-16, 13: -3.031919567882678e-16, 19: -1.8665493557865963e-17, 21: -2.904442324251595e-17}, 2: {4: -0.44721359549995787, 5: 0.3717480344601856, 6: 0.5116672736016934, 10: 0.601500955007545, 16: 0.19543950758485465}, 3: {28: -0.7071067811865475, 31: 0.7071067811865475}, 4: {9: 1.0}}",0.0036468505859375,3,2,0,19,5,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
