type,experiment,sources,detected,normalized,per_community,time,nr_of_empty_communities,error_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
ensemble-centralities:louvain,6,"0,2,32,33","0,24,33",{},"{0: {15: 0.0, 18: 0.0, 22: 0.0, 23: 0.2037037037037037, 26: 0.0, 27: 0.0, 29: 0.2037037037037037, 32: 0.5, 33: 1.0}, 1: {0: 1.0, 2: 0.23846153846153845, 3: 0.23846153846153845, 5: 0.0, 6: 0.0, 8: 0.0, 12: 0.0, 13: 0.09999999999999999}, 2: {24: 0.0, 31: 0.0}}",0.0026693344116210938,1,0,2,13,1,2,19,0.5,0.8666666666666667,0.6666666666666666,0.7894736842105263,0.5714285714285715
ensemble-centralities:greedy_modularity,6,"0,2,32,33","0,24,33",{},"{0: {0: 1.0, 2: 0.23846153846153845, 3: 0.23846153846153845, 5: 0.0, 6: 0.0, 8: 0.0, 12: 0.0, 13: 0.09999999999999999}, 1: {32: 0.6647058823529411, 33: 1.0, 15: 0.0, 18: 0.0, 22: 0.0, 23: 0.09999999999999999, 26: 0.0, 29: 0.2588235294117647}, 2: {24: 1.0, 27: 0.0, 31: 0.0}}",0.0022966861724853516,1,0,2,13,1,2,19,0.5,0.8666666666666667,0.6666666666666666,0.7894736842105263,0.5714285714285715
ensemble-centralities:label_propagation,6,"0,2,32,33","0,33",{},"{0: {32: 0.6119960988296488, 33: 1.0, 2: 0.17051365409622887, 8: 0.07127763328998697, 13: 0.008777633289986994, 15: 0.0, 18: 0.0, 22: 0.0, 23: 0.14125487646293888, 26: 0.0, 27: 0.0810305591677503, 29: 0.14840702210663198}, 1: {0: 1.0, 3: 0.125, 5: 0.125, 6: 0.125, 12: 0.125, 24: 0.0, 31: 0.3333333333333333}}",0.002499818801879883,0,0,2,13,0,2,19,0.5,0.8666666666666667,1.0,0.7894736842105263,0.6666666666666666
ensemble-centralities:infomap,6,"0,2,32,33","0,33",{},"{0: {15: 0.0, 18: 0.0, 22: 0.0, 23: 0.17261904761904764, 24: 0.011904761904761906, 26: 0.0, 27: 0.15476190476190477, 29: 0.16666666666666669, 31: 0.1785714285714286, 32: 0.5535714285714286, 33: 1.0}, 1: {0: 1.0, 2: 0.23846153846153845, 3: 0.23846153846153845, 5: 0.0, 6: 0.0, 8: 0.0, 12: 0.0, 13: 0.09999999999999999}}",0.0024738311767578125,0,0,2,13,0,2,19,0.5,0.8666666666666667,1.0,0.7894736842105263,0.6666666666666666
ensemble-centralities:surprise_communities,6,"0,2,32,33","0,5,24,29,32",{},"{0: {8: 0.0, 15: 0.0, 18: 0.0, 22: 0.0, 32: 1.0, 33: 1.0}, 1: {0: 1.0, 2: 0.25, 3: 1.0, 12: 0.0, 13: 0.25}, 2: {23: 0.0, 26: 0.0, 29: 1.0}, 3: {24: 1.0, 27: 0.0, 31: 0.0}, 4: {5: 0.0, 6: 0.0}}",0.002242565155029297,3,3,2,13,3,2,19,0.5,0.8666666666666667,0.4,0.7894736842105263,0.4444444444444445
ensemble-centralities:walktrap,6,"0,2,32,33","0,5,24,33",{},"{0: {15: 0.0, 18: 0.0, 22: 0.0, 23: 0.09999999999999999, 26: 0.0, 29: 0.2588235294117647, 32: 0.6647058823529411, 33: 1.0}, 1: {0: 1.0, 2: 0.5, 3: 0.5, 8: 0.0, 12: 0.0, 13: 0.16666666666666674}, 2: {24: 1.0, 27: 0.0, 31: 0.0}, 3: {5: 0.0, 6: 0.0}}",0.002313375473022461,2,4,2,13,2,2,19,0.5,0.8666666666666667,0.5,0.7894736842105263,0.5
ensemble-centralities:df_node_similarity,6,"0,2,32,33","0,5,33",{},"{0: {32: 0.5535714285714286, 33: 1.0, 15: 0.0, 18: 0.0, 22: 0.0, 23: 0.17261904761904764, 24: 0.011904761904761906, 26: 0.0, 27: 0.15476190476190477, 29: 0.16666666666666669, 31: 0.1785714285714286}, 1: {0: 1.0, 2: 0.5, 3: 0.5, 8: 0.0, 12: 0.0, 13: 0.16666666666666674}, 2: {5: 0.0, 6: 0.0}}",0.0024178028106689453,1,0,2,13,1,2,19,0.5,0.8666666666666667,0.6666666666666666,0.7894736842105263,0.5714285714285715
centrality-cm:betweenness:leiden,7,"0,2,32,33","0,6,25,33","OrderedDict([(33, 1.0), (0, 1.0), (25, 1.0), (6, 1.0), (23, 0.75), (31, 0.75), (1, 0.42857142857142855), (3, 0.42857142857142855), (32, 0.3181818181818182), (2, 0.047619047619047616), (8, 0.0), (9, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (26, 0.0), (30, 0.0), (7, 0.0), (12, 0.0), (13, 0.0), (19, 0.0), (27, 0.0), (28, 0.0), (16, 0.0), (4, 0.0), (5, 0.0)])","{0: {8: 0.0, 9: 0.0, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 26: 0.0, 30: 0.0, 32: 0.19444444444444442, 33: 0.611111111111111}, 1: {0: 0.25, 1: 0.10714285714285714, 2: 0.011904761904761904, 3: 0.10714285714285714, 7: 0.0, 12: 0.0, 13: 0.0, 19: 0.0}, 2: {23: 0.5, 25: 0.6666666666666666, 27: 0.0, 28: 0.0, 31: 0.5}, 3: {4: 0.0, 5: 0.0, 6: 0.6666666666666666, 16: 0.0}}",0.0036818981170654297,2,4,2,21,2,2,27,0.5,0.9130434782608695,0.5,0.8518518518518519,0.5
centrality-cm:betweenness:eigenvector,7,"0,2,32,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.2848837209302325), (6, 0.16296296296296295), (5, 0.11851851851851851), (23, 0.11337209302325581), (31, 0.11337209302325581), (1, 0.06666666666666667), (3, 0.06666666666666667), (2, 0.007407407407407407), (25, 0.005813953488372092), (8, 0.0), (9, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (26, 0.0), (27, 0.0), (28, 0.0), (30, 0.0), (4, 0.0), (7, 0.0), (12, 0.0), (13, 0.0), (16, 0.0), (19, 0.0)])","{0: {8: 0.0, 9: 0.0, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 23: 0.07142857142857144, 25: 0.003663003663003663, 26: 0.0, 27: 0.0, 28: 0.0, 30: 0.0, 31: 0.07142857142857144, 32: 0.1794871794871795, 33: 0.6300366300366301}, 1: {0: 0.6136363636363636, 1: 0.04090909090909091, 2: 0.004545454545454545, 3: 0.04090909090909091, 4: 0.0, 5: 0.07272727272727272, 6: 0.09999999999999999, 7: 0.0, 12: 0.0, 13: 0.0, 16: 0.0, 19: 0.0}}",0.004570960998535156,0,0,2,21,0,2,27,0.5,0.9130434782608695,1.0,0.8518518518518519,0.6666666666666666
centrality-cm:betweenness:louvain,7,"0,2,32,33","0,6,25,33","OrderedDict([(33, 1.0), (0, 1.0), (25, 1.0), (6, 1.0), (23, 0.75), (31, 0.75), (1, 0.42857142857142855), (3, 0.42857142857142855), (32, 0.3181818181818182), (2, 0.047619047619047616), (8, 0.0), (9, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (26, 0.0), (30, 0.0), (7, 0.0), (12, 0.0), (13, 0.0), (19, 0.0), (27, 0.0), (28, 0.0), (16, 0.0), (4, 0.0), (5, 0.0)])","{0: {8: 0.0, 9: 0.0, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 26: 0.0, 30: 0.0, 32: 0.19444444444444442, 33: 0.611111111111111}, 1: {0: 0.25, 1: 0.10714285714285714, 2: 0.011904761904761904, 3: 0.10714285714285714, 7: 0.0, 12: 0.0, 13: 0.0, 19: 0.0}, 2: {23: 0.5, 25: 0.6666666666666666, 27: 0.0, 28: 0.0, 31: 0.5}, 3: {4: 0.0, 5: 0.0, 6: 0.6666666666666666, 16: 0.0}}",0.0032172203063964844,2,4,2,21,2,2,27,0.5,0.9130434782608695,0.5,0.8518518518518519,0.5
centrality-cm:betweenness:greedy_modularity,7,"0,2,32,33","1,6,33","OrderedDict([(33, 1.0), (1, 1.0), (2, 1.0), (3, 1.0), (6, 1.0), (32, 0.3684210526315789), (0, 0.25), (5, 0.25), (23, 0.13533834586466167), (31, 0.13533834586466167), (25, 0.007518796992481203), (8, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (26, 0.0), (27, 0.0), (28, 0.0), (30, 0.0), (7, 0.0), (9, 0.0), (12, 0.0), (13, 0.0), (19, 0.0), (4, 0.0), (16, 0.0)])","{0: {32: 0.20940170940170938, 33: 0.5683760683760684, 8: 0.0, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 23: 0.07692307692307693, 25: 0.004273504273504273, 26: 0.0, 27: 0.0, 28: 0.0, 30: 0.0, 31: 0.07692307692307693}, 1: {1: 0.30158730158730157, 2: 0.30158730158730157, 3: 0.30158730158730157, 7: 0.0, 9: 0.0, 12: 0.0, 13: 0.0, 19: 0.0}, 2: {0: 0.08333333333333333, 16: 0.0, 4: 0.0, 5: 0.08333333333333333, 6: 0.3333333333333333}}",0.004340171813964844,0,0,1,20,2,3,27,0.25,0.8695652173913043,0.3333333333333333,0.7777777777777778,0.28571428571428575
centrality-cm:betweenness:label_propagation,7,"0,2,32,33","16,33","OrderedDict([(33, 1.0), (0, 0.5215088852721761), (2, 0.4255760349627818), (32, 0.3860115826607074), (31, 0.2316201680394571), (13, 0.11546309989012168), (8, 0.08731607775749116), (1, 0.07819535206496864), (23, 0.07598952438389664), (3, 0.06087919169220856), (19, 0.054253447122097086), (30, 0.03722644019067605), (27, 0.026701254925935412), (28, 0.010508662210949829), (25, 0.006650529150797651), (9, 0.004956916137240485), (4, 0.0), (7, 0.0), (12, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (26, 0.0), (16, 0.0), (5, 0.0), (6, 0.0)])","{0: {0: 0.19802057845536106, 1: 0.029691323169584033, 2: 0.1615942028985507, 3: 0.023116255724951375, 4: 0.0, 7: 0.0, 8: 0.03315452663278751, 9: 0.0018821757952192735, 12: 0.0, 13: 0.04384214818997427, 14: 0.0, 15: 0.0, 18: 0.0, 19: 0.02060041407867494, 20: 0.0, 23: 0.028853754940711462, 25: 0.002525252525252525, 26: 0.0, 27: 0.010138653616914486, 28: 0.00399021268586486, 30: 0.014135140222096746, 31: 0.08794780099127926, 32: 0.14657130309304223, 33: 0.3797070079678775}, 1: {16: 0.0, 5: 0.0, 6: 0.0}}",0.005143642425537109,1,0,1,20,1,3,27,0.25,0.8695652173913043,0.5,0.7777777777777778,0.3333333333333333
centrality-cm:betweenness:infomap,7,"0,2,32,33","2,6,33","OrderedDict([(33, 1.0), (2, 1.0), (6, 1.0), (0, 0.8620689655172414), (1, 0.37931034482758624), (3, 0.37931034482758624), (32, 0.3684210526315789), (23, 0.13533834586466167), (31, 0.13533834586466167), (25, 0.007518796992481203), (8, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (26, 0.0), (27, 0.0), (28, 0.0), (30, 0.0), (7, 0.0), (9, 0.0), (12, 0.0), (13, 0.0), (19, 0.0), (16, 0.0), (4, 0.0), (5, 0.0)])","{0: {8: 0.0, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 23: 0.07692307692307693, 25: 0.004273504273504273, 26: 0.0, 27: 0.0, 28: 0.0, 30: 0.0, 31: 0.07692307692307693, 32: 0.20940170940170938, 33: 0.5683760683760684}, 1: {0: 0.2232142857142857, 1: 0.09821428571428571, 2: 0.2589285714285714, 3: 0.09821428571428571, 7: 0.0, 9: 0.0, 12: 0.0, 13: 0.0, 19: 0.0}, 2: {4: 0.0, 5: 0.0, 6: 0.6666666666666666, 16: 0.0}}",0.004550457000732422,1,0,2,21,1,2,27,0.5,0.9130434782608695,0.6666666666666666,0.8518518518518519,0.5714285714285715
centrality-cm:betweenness:surprise_communities,7,"0,2,32,33","0,6,9,23,26,28,32","OrderedDict([(32, 1.0), (33, 1.0), (0, 1.0), (6, 1.0), (23, 1.0), (1, 0.42857142857142855), (3, 0.42857142857142855), (2, 0.047619047619047616), (8, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (30, 0.0), (7, 0.0), (12, 0.0), (13, 0.0), (19, 0.0), (16, 0.0), (4, 0.0), (5, 0.0), (25, 0.0), (27, 0.0), (28, 0.0), (31, 0.0), (9, 0.0), (26, 0.0)])","{0: {8: 0.0, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 30: 0.0, 32: 0.3333333333333333, 33: 0.3333333333333333}, 1: {0: 0.25, 1: 0.10714285714285714, 2: 0.011904761904761904, 3: 0.10714285714285714, 7: 0.0, 12: 0.0, 13: 0.0, 19: 0.0}, 2: {4: 0.0, 5: 0.0, 6: 0.6666666666666666, 16: 0.0}, 3: {23: 1.0, 25: 0.0, 27: 0.0}, 4: {28: 0.0, 31: 0.0}, 5: {9: 0.0}, 6: {26: 0.0}}",0.0041620731353759766,5,2,2,21,5,2,27,0.5,0.9130434782608695,0.2857142857142857,0.8518518518518519,0.36363636363636365
centrality-cm:betweenness:walktrap,7,"0,2,32,33","2,6,33","OrderedDict([(33, 1.0), (2, 1.0), (6, 1.0), (0, 0.9699248120300753), (1, 0.8045112781954888), (32, 0.29787234042553196), (3, 0.27819548872180455), (8, 0.16541353383458648), (23, 0.1595744680851064), (31, 0.1595744680851064), (30, 0.030075187969924814), (25, 0.010638297872340424), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (26, 0.0), (27, 0.0), (28, 0.0), (7, 0.0), (9, 0.0), (12, 0.0), (13, 0.0), (19, 0.0), (16, 0.0), (4, 0.0), (5, 0.0)])","{0: {14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 23: 0.09090909090909091, 25: 0.00606060606060606, 26: 0.0, 27: 0.0, 28: 0.0, 31: 0.09090909090909091, 32: 0.1696969696969697, 33: 0.5696969696969697}, 1: {0: 0.2388888888888889, 1: 0.19814814814814818, 2: 0.2462962962962963, 3: 0.06851851851851852, 7: 0.0, 8: 0.040740740740740744, 9: 0.0, 12: 0.0, 13: 0.0, 19: 0.0, 30: 0.007407407407407408}, 2: {4: 0.0, 5: 0.0, 6: 0.6666666666666666, 16: 0.0}}",0.004075288772583008,1,0,2,21,1,2,27,0.5,0.9130434782608695,0.6666666666666666,0.8518518518518519,0.5714285714285715
centrality-cm:betweenness:df_node_similarity,7,"0,2,32,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.2575250836120401), (6, 0.1437125748502994), (23, 0.12040133779264213), (31, 0.12040133779264213), (5, 0.10778443113772454), (1, 0.05389221556886227), (2, 0.05389221556886227), (3, 0.05389221556886227), (25, 0.00668896321070234), (9, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (26, 0.0), (27, 0.0), (28, 0.0), (30, 0.0), (4, 0.0), (7, 0.0), (8, 0.0), (12, 0.0), (13, 0.0), (16, 0.0), (19, 0.0)])","{0: {32: 0.1645299145299145, 33: 0.638888888888889, 9: 0.0, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 23: 0.07692307692307693, 25: 0.004273504273504273, 26: 0.0, 27: 0.0, 28: 0.0, 30: 0.0, 31: 0.07692307692307693}, 1: {0: 0.6325757575757576, 1: 0.03409090909090909, 2: 0.03409090909090909, 3: 0.03409090909090909, 4: 0.0, 5: 0.06818181818181818, 6: 0.09090909090909091, 7: 0.0, 8: 0.0, 12: 0.0, 13: 0.0, 16: 0.0, 19: 0.0}}",0.006272077560424805,0,0,2,21,0,2,27,0.5,0.9130434782608695,1.0,0.8518518518518519,0.6666666666666666
rumor:leiden,7,"0,2,32,33","0,6,25,33","OrderedDict([(33, 1.0), (0, 1.0), (25, 1.0), (6, 1.0), (23, 0.6), (31, 0.6), (3, 0.4), (1, 0.4), (32, 0.2941176470588235), (5, 0.25), (16, 0.25), (2, 0.19999999999999998), (7, 0.1), (13, 0.1), (9, 0.0588235294117647), (26, 0.0588235294117647), (30, 0.011764705882352943), (8, 0.011764705882352943), (20, 0.0), (15, 0.0), (18, 0.0), (14, 0.0), (19, 0.0), (12, 0.0), (28, 0.0), (27, 0.0), (4, 0.0)])","{0: {8: 0.006666666666666667, 9: 0.011111111111111112, 14: 0.005555555555555556, 15: 0.005555555555555556, 18: 0.005555555555555556, 20: 0.005555555555555556, 26: 0.011111111111111112, 30: 0.006666666666666667, 32: 0.03333333333333333, 33: 0.1}, 1: {0: 0.125, 1: 0.0625, 2: 0.041666666666666664, 3: 0.0625, 7: 0.03125, 12: 0.020833333333333332, 13: 0.03125, 19: 0.020833333333333332}, 2: {23: 0.03333333333333333, 25: 0.05, 27: 0.008333333333333333, 28: 0.008333333333333333, 31: 0.03333333333333333}, 3: {4: 0.08333333333333333, 5: 0.125, 6: 0.25, 16: 0.125}}",0.003415346145629883,2,4,2,21,2,2,27,0.5,0.9130434782608695,0.5,0.8518518518518519,0.5
rumor:eigenvector,7,"0,2,32,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (6, 0.23943661971830985), (5, 0.21126760563380284), (1, 0.15492957746478875), (3, 0.15492957746478875), (2, 0.13078470824949698), (13, 0.11267605633802817), (7, 0.11267605633802817), (32, 0.10756972111553785), (4, 0.09859154929577466), (19, 0.08732394366197184), (12, 0.08732394366197184), (9, 0.06772908366533865), (26, 0.06772908366533865), (27, 0.05686345526982977), (28, 0.05686345526982977), (31, 0.03187250996015936), (23, 0.03187250996015936), (30, 0.02111553784860558), (8, 0.02111553784860558), (15, 0.01832669322709163), (14, 0.01832669322709163), (20, 0.01832669322709163), (18, 0.01832669322709163), (25, 0.0), (16, 0.0)])","{0: {8: 0.0008333333333333334, 9: 0.002380952380952381, 14: 0.0007407407407407407, 15: 0.0007407407407407407, 18: 0.0007407407407407407, 20: 0.0007407407407407407, 23: 0.0011904761904761906, 25: 0.00013227513227513228, 26: 0.002380952380952381, 27: 0.00202020202020202, 28: 0.00202020202020202, 30: 0.0008333333333333334, 31: 0.0011904761904761906, 32: 0.003703703703703704, 33: 0.03333333333333333}, 1: {0: 0.041666666666666664, 1: 0.006944444444444444, 2: 0.005952380952380952, 3: 0.006944444444444444, 4: 0.004629629629629629, 5: 0.009259259259259259, 6: 0.010416666666666666, 7: 0.005208333333333333, 12: 0.004166666666666667, 13: 0.005208333333333333, 16: 0.0005787037037037037, 19: 0.004166666666666667}}",0.004700660705566406,0,0,2,21,0,2,27,0.5,0.9130434782608695,1.0,0.8518518518518519,0.6666666666666666
rumor:louvain,7,"0,2,32,33","0,6,25,33","OrderedDict([(33, 1.0), (0, 1.0), (25, 1.0), (6, 1.0), (23, 0.6), (31, 0.6), (1, 0.4), (3, 0.4), (32, 0.2941176470588235), (5, 0.25), (16, 0.25), (2, 0.19999999999999998), (7, 0.1), (13, 0.1), (26, 0.0588235294117647), (9, 0.0588235294117647), (30, 0.011764705882352943), (8, 0.011764705882352943), (15, 0.0), (18, 0.0), (14, 0.0), (20, 0.0), (19, 0.0), (12, 0.0), (27, 0.0), (28, 0.0), (4, 0.0)])","{0: {8: 0.006666666666666667, 9: 0.011111111111111112, 14: 0.005555555555555556, 15: 0.005555555555555556, 18: 0.005555555555555556, 20: 0.005555555555555556, 26: 0.011111111111111112, 30: 0.006666666666666667, 32: 0.03333333333333333, 33: 0.1}, 1: {0: 0.125, 1: 0.0625, 2: 0.041666666666666664, 3: 0.0625, 7: 0.03125, 12: 0.020833333333333332, 13: 0.03125, 19: 0.020833333333333332}, 2: {23: 0.03333333333333333, 25: 0.05, 27: 0.008333333333333333, 28: 0.008333333333333333, 31: 0.03333333333333333}, 3: {4: 0.08333333333333333, 5: 0.125, 6: 0.25, 16: 0.125}}",0.0033843517303466797,2,4,2,21,2,2,27,0.5,0.9130434782608695,0.5,0.8518518518518519,0.5
rumor:greedy_modularity,7,"0,2,32,33","2,6,33","OrderedDict([(33, 1.0), (2, 1.0), (1, 1.0), (3, 1.0), (6, 1.0), (5, 0.3333333333333333), (0, 0.3333333333333333), (7, 0.22222222222222218), (13, 0.22222222222222218), (32, 0.16122004357298475), (26, 0.07088989441930618), (27, 0.06056644880174292), (28, 0.06056644880174292), (31, 0.04139433551198257), (23, 0.04139433551198257), (30, 0.02491830065359477), (8, 0.02491830065359477), (15, 0.021423384168482204), (14, 0.021423384168482204), (20, 0.021423384168482204), (18, 0.021423384168482204), (25, 0.0), (19, 0.0), (9, 0.0), (12, 0.0), (4, 0.0), (16, 0.0)])","{0: {32: 0.005952380952380952, 33: 0.03571428571428571, 8: 0.0011160714285714285, 14: 0.000992063492063492, 15: 0.000992063492063492, 18: 0.000992063492063492, 20: 0.000992063492063492, 23: 0.0017006802721088435, 25: 0.00023191094619666049, 26: 0.0027472527472527475, 27: 0.002380952380952381, 28: 0.002380952380952381, 30: 0.0011160714285714285, 31: 0.0017006802721088435}, 1: {1: 0.03125, 2: 0.03125, 3: 0.03125, 7: 0.010416666666666666, 9: 0.004464285714285714, 12: 0.004464285714285714, 13: 0.010416666666666666, 19: 0.004464285714285714}, 2: {0: 0.1, 16: 0.05, 4: 0.05, 5: 0.1, 6: 0.2}}",0.0041658878326416016,0,0,2,21,1,2,27,0.5,0.9130434782608695,0.6666666666666666,0.8518518518518519,0.5714285714285715
rumor:label_propagation,7,"0,2,32,33","5,33","OrderedDict([(33, 1.0), (32, 0.7265594039787587), (19, 0.3255131964809384), (31, 0.2981691368788143), (28, 0.22018792986534924), (27, 0.22018792986534924), (9, 0.17967821193627645), (8, 0.14777680906713164), (13, 0.12629219080831985), (2, 0.09764603312990411), (30, 0.06422551583841907), (0, 0.05754141238012206), (26, 0.04097646033129904), (14, 0.028076793053751582), (15, 0.028076793053751582), (18, 0.028076793053751582), (20, 0.028076793053751582), (1, 0.017436791630340016), (3, 0.007410636442894507), (7, 0.003400174367916304), (23, 0.0002490970232905719), (25, 0.0002490970232905719), (12, 0.00011888721566140928), (4, 0.0), (5, 0.0), (16, 0.0), (6, 0.0)])","{0: {0: 1.736111111111111e-05, 1: 5.787037037037037e-06, 2: 2.8935185185185186e-05, 3: 2.8935185185185184e-06, 4: 7.548309178743961e-07, 7: 1.7361111111111112e-06, 8: 4.340277777777778e-05, 9: 5.260942760942761e-05, 12: 7.891414141414141e-07, 13: 3.7202380952380956e-05, 14: 8.857709750566894e-06, 15: 8.857709750566894e-06, 18: 8.857709750566894e-06, 19: 9.46969696969697e-05, 20: 8.857709750566894e-06, 23: 8.267195767195768e-07, 25: 8.267195767195768e-07, 26: 1.2580515297906602e-05, 27: 6.430041152263375e-05, 28: 6.430041152263375e-05, 30: 1.9290123456790123e-05, 31: 8.680555555555556e-05, 32: 0.00021043771043771043, 33: 0.00028935185185185184}, 1: {16: 0.3333333333333333, 5: 0.3333333333333333, 6: 0.3333333333333333}}",0.007826566696166992,1,0,1,20,1,3,27,0.25,0.8695652173913043,0.5,0.7777777777777778,0.3333333333333333
rumor:infomap,7,"0,2,32,33","0,6,33","OrderedDict([(33, 1.0), (0, 1.0), (6, 1.0), (2, 0.6363636363636364), (1, 0.45454545454545453), (3, 0.45454545454545453), (5, 0.25), (16, 0.25), (13, 0.18181818181818182), (7, 0.18181818181818182), (32, 0.16122004357298475), (26, 0.07088989441930618), (19, 0.06493506493506493), (12, 0.06493506493506493), (27, 0.06056644880174292), (28, 0.06056644880174292), (31, 0.04139433551198257), (23, 0.04139433551198257), (30, 0.02491830065359477), (8, 0.02491830065359477), (18, 0.021423384168482204), (14, 0.021423384168482204), (15, 0.021423384168482204), (20, 0.021423384168482204), (25, 0.0), (9, 0.0), (4, 0.0)])","{0: {8: 0.0011160714285714285, 14: 0.000992063492063492, 15: 0.000992063492063492, 18: 0.000992063492063492, 20: 0.000992063492063492, 23: 0.0017006802721088435, 25: 0.00023191094619666049, 26: 0.0027472527472527475, 27: 0.002380952380952381, 28: 0.002380952380952381, 30: 0.0011160714285714285, 31: 0.0017006802721088435, 32: 0.005952380952380952, 33: 0.03571428571428571}, 1: {0: 0.05555555555555555, 1: 0.027777777777777776, 2: 0.037037037037037035, 3: 0.027777777777777776, 7: 0.013888888888888888, 9: 0.004629629629629629, 12: 0.007936507936507936, 13: 0.013888888888888888, 19: 0.007936507936507936}, 2: {4: 0.08333333333333333, 5: 0.125, 6: 0.25, 16: 0.125}}",0.004160165786743164,1,0,2,21,1,2,27,0.5,0.9130434782608695,0.6666666666666666,0.8518518518518519,0.5714285714285715
rumor:surprise_communities,7,"0,2,32,33","0,6,9,23,26,31,33","OrderedDict([(33, 1.0), (32, 1.0), (0, 1.0), (6, 1.0), (23, 1.0), (3, 0.4), (1, 0.4), (16, 0.25), (5, 0.25), (2, 0.19999999999999998), (7, 0.1), (13, 0.1), (30, 0.04000000000000002), (8, 0.04000000000000002), (20, 0.0), (15, 0.0), (18, 0.0), (14, 0.0), (19, 0.0), (12, 0.0), (4, 0.0), (27, 0.0), (25, 0.0), (31, 0.0), (28, 0.0), (9, 0.0), (26, 0.0)])","{0: {8: 0.025, 14: 0.020833333333333332, 15: 0.020833333333333332, 18: 0.020833333333333332, 20: 0.020833333333333332, 30: 0.025, 32: 0.125, 33: 0.125}, 1: {0: 0.125, 1: 0.0625, 2: 0.041666666666666664, 3: 0.0625, 7: 0.03125, 12: 0.020833333333333332, 13: 0.03125, 19: 0.020833333333333332}, 2: {4: 0.08333333333333333, 5: 0.125, 6: 0.25, 16: 0.125}, 3: {23: 0.3333333333333333, 25: 0.16666666666666666, 27: 0.16666666666666666}, 4: {28: 0.5, 31: 0.5}, 5: {9: 1.0}, 6: {26: 1.0}}",0.0028951168060302734,5,2,2,21,5,2,27,0.5,0.9130434782608695,0.2857142857142857,0.8518518518518519,0.36363636363636365
rumor:walktrap,7,"0,2,32,33","0,6,33","OrderedDict([(33, 1.0), (0, 1.0), (6, 1.0), (2, 0.6428571428571429), (1, 0.6428571428571429), (3, 0.2857142857142857), (5, 0.25), (16, 0.25), (8, 0.2346938775510204), (32, 0.15730337078651685), (13, 0.14285714285714282), (7, 0.14285714285714282), (26, 0.08069458631256385), (28, 0.07303370786516855), (27, 0.07303370786516855), (19, 0.0625), (31, 0.056179775280898875), (23, 0.056179775280898875), (12, 0.04761904761904762), (30, 0.04761904761904762), (15, 0.024879614767255216), (18, 0.024879614767255216), (14, 0.024879614767255216), (20, 0.024879614767255216), (25, 0.0), (9, 0.0), (4, 0.0)])","{0: {14: 0.001488095238095238, 15: 0.001488095238095238, 18: 0.001488095238095238, 20: 0.001488095238095238, 23: 0.002777777777777778, 25: 0.000462962962962963, 26: 0.003787878787878788, 27: 0.003472222222222222, 28: 0.003472222222222222, 31: 0.002777777777777778, 32: 0.006944444444444444, 33: 0.041666666666666664}, 1: {0: 0.022727272727272728, 1: 0.015151515151515152, 2: 0.015151515151515152, 3: 0.007575757575757576, 7: 0.004545454545454545, 8: 0.006493506493506494, 9: 0.0015151515151515152, 12: 0.0025252525252525255, 13: 0.004545454545454545, 19: 0.002840909090909091, 30: 0.0025252525252525255}, 2: {4: 0.08333333333333333, 5: 0.125, 6: 0.25, 16: 0.125}}",0.0042209625244140625,1,0,2,21,1,2,27,0.5,0.9130434782608695,0.6666666666666666,0.8518518518518519,0.5714285714285715
