type,sources,avg_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
unbiased-cm:betweenness:paris,50,0.0,11,1001,31,139,1290,0.07333333333333333,0.8780701754385964,0.2619047619047619,0.7844961240310078,0.11458333333333334
unbiased-cm:betweenness:surprise_communities,50,0.0,15,1005,118,135,1290,0.1,0.881578947368421,0.11278195488721804,0.7906976744186046,0.10600706713780918
unbiased-cm:betweenness:walktrap,50,0.0,8,998,55,142,1290,0.05333333333333334,0.875438596491228,0.12698412698412698,0.7798449612403101,0.07511737089201878
rumor:louvain,50,0.0,5,995,41,145,1290,0.03333333333333333,0.8728070175438597,0.10869565217391304,0.7751937984496124,0.05102040816326531
rumor:leiden,50,0.0,4,994,38,146,1290,0.02666666666666667,0.8719298245614036,0.09523809523809523,0.7736434108527132,0.041666666666666664
rumor:label_propagation,50,0.0,7,997,36,143,1290,0.04666666666666667,0.874561403508772,0.16279069767441862,0.7782945736434108,0.07253886010362695
rumor:greedy_modularity,50,0.0,4,994,24,146,1290,0.02666666666666667,0.8719298245614036,0.14285714285714285,0.7736434108527132,0.0449438202247191
rumor:eigenvector,50,0.0,10,1000,27,140,1290,0.06666666666666667,0.8771929824561403,0.2702702702702703,0.7829457364341085,0.10695187165775401
rumor:infomap,50,0.0,9,999,79,141,1290,0.06,0.8763157894736842,0.10227272727272728,0.7813953488372093,0.07563025210084033
rumor:paris,50,0.0,7,997,35,143,1290,0.04666666666666667,0.874561403508772,0.16666666666666666,0.7782945736434108,0.07291666666666667
rumor:surprise_communities,50,0.0,15,1005,122,135,1290,0.1,0.881578947368421,0.10948905109489052,0.7906976744186046,0.10452961672473868
rumor:walktrap,50,0.0,7,997,56,143,1290,0.04666666666666667,0.874561403508772,0.1111111111111111,0.7782945736434108,0.06572769953051644
jordan:louvain,50,1004.0,3,993,40,147,1290,0.02,0.8710526315789474,0.06976744186046512,0.772093023255814,0.031088082901554404
jordan:leiden,50,716.0,4,994,37,146,1290,0.02666666666666667,0.8719298245614036,0.0975609756097561,0.7736434108527132,0.041884816753926704
jordan:label_propagation,50,572.0,4,994,39,146,1290,0.02666666666666667,0.8719298245614036,0.09302325581395349,0.7736434108527132,0.04145077720207254
jordan:greedy_modularity,50,286.0,7,997,21,143,1290,0.04666666666666667,0.874561403508772,0.25,0.7782945736434108,0.07865168539325842
jordan:eigenvector,50,286.6666666666667,9,999,28,141,1290,0.06,0.8763157894736842,0.24324324324324326,0.7813953488372093,0.0962566844919786
jordan:infomap,50,1717.3333333333333,5,995,83,145,1290,0.03333333333333333,0.8728070175438597,0.056818181818181816,0.7751937984496124,0.04201680672268907
jordan:markov_clustering,50,40.333333333333336,43,1033,333,107,1290,0.2866666666666667,0.906140350877193,0.11436170212765957,0.834108527131783,0.1634980988593156
jordan:paris,50,1719.3333333333333,4,994,38,146,1290,0.02666666666666667,0.8719298245614036,0.09523809523809523,0.7736434108527132,0.041666666666666664
jordan:surprise_communities,50,3012.0,1,991,135,149,1290,0.006666666666666667,0.8692982456140351,0.007352941176470588,0.7689922480620155,0.006993006993006994
jordan:walktrap,50,1288.6666666666667,5,995,58,145,1290,0.03333333333333333,0.8728070175438597,0.07936507936507936,0.7751937984496124,0.04694835680751174
jordan:spectral,50,0.0,2,334,0,48,432,0.04,0.8743455497382199,1.0,0.7777777777777778,0.07692307692307693
netsleuth:louvain,50,0.0,6,996,38,144,1290,0.04,0.8736842105263158,0.13636363636363635,0.7767441860465116,0.06185567010309278
netsleuth:leiden,50,0.0,4,994,39,146,1290,0.02666666666666667,0.8719298245614036,0.09302325581395349,0.7736434108527132,0.04145077720207254
netsleuth:label_propagation,50,0.0,1,991,42,149,1290,0.006666666666666667,0.8692982456140351,0.023255813953488372,0.7689922480620155,0.010362694300518135
netsleuth:greedy_modularity,50,0.0,3,993,25,147,1290,0.02,0.8710526315789474,0.10714285714285714,0.772093023255814,0.033707865168539325
netsleuth:eigenvector,50,0.0,4,994,33,146,1290,0.02666666666666667,0.8719298245614036,0.10810810810810811,0.7736434108527132,0.04278074866310161
netsleuth:infomap,50,0.0,11,1001,77,139,1290,0.07333333333333333,0.8780701754385964,0.125,0.7844961240310078,0.09243697478991597
netsleuth:paris,50,0.0,6,996,36,144,1290,0.04,0.8736842105263158,0.14285714285714285,0.7767441860465116,0.0625
netsleuth:surprise_communities,50,0.0,15,1005,123,135,1290,0.1,0.881578947368421,0.10869565217391304,0.7906976744186046,0.10416666666666666
netsleuth:walktrap,50,0.0,8,998,55,142,1290,0.05333333333333334,0.875438596491228,0.12698412698412698,0.7798449612403101,0.07511737089201878
netsleuth:spectral,50,0.0,1,333,1,49,432,0.02,0.8717277486910995,0.5,0.7731481481481481,0.038461538461538464
