type,experiment,sources,detected,normalized,per_community,infection_probability,time,nr_of_empty_communities,error_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
ensembleRJN:louvain,0-10,"0,33","2,11,29",{},"{0: {8: 0.5400488583469958, 14: 0.424585176496929, 26: 0.5010320622835863, 29: 0.6430976430976432, 30: 0.6140820665686982, 31: 0.30303030303030304, 32: 0.4617517938072753, 33: 0.5088907872052671}, 1: {0: 0.4668481670310623, 4: 0.3976934474457489, 10: 0.3259259259259259, 11: 0.6666666666666666, 21: 0.4474995048386439}, 2: {2: 0.6666666666666666, 3: 0.21189562004384488, 7: 0.2833333333333333, 27: 0.4583851837043469}}",{},0.004450559616088867,1,2,0,13,3,2,17,0.0,0.8666666666666667,0.0,0.7647058823529411,0
ensembleRJN:greedy_modularity,0-10,"0,33","11,27,29",{},"{0: {32: 0.4617517938072753, 33: 0.5088907872052671, 8: 0.5400488583469958, 14: 0.424585176496929, 26: 0.5010320622835863, 29: 0.6430976430976432, 30: 0.6140820665686982, 31: 0.30303030303030304}, 1: {0: 0.4668481670310623, 4: 0.3976934474457489, 21: 0.4474995048386439, 10: 0.3259259259259259, 11: 0.6666666666666666}, 2: {27: 0.6666666666666666, 2: 0.5400680342955763, 3: 0.2836429464837554, 7: 0.2833333333333333}}",{},0.004435539245605469,1,2,0,13,3,2,17,0.0,0.8666666666666667,0.0,0.7647058823529411,0
ensembleRJN:label_propagation,0-10,"0,33","4,30",{},"{0: {32: 0.4639650184973137, 33: 0.48779874480821556, 2: 0.33296278373596283, 8: 0.46161333465117566, 14: 0.428359130914792, 26: 0.4823859860665754, 27: 0.35294117647058826, 29: 0.4038079527514708, 30: 0.6050420168067226, 31: 0.2881489181284877}, 1: {0: 0.44311951863334986, 3: 0.2872987664637509, 4: 0.6355555555555555, 7: 0.28, 10: 0.4844831844196919, 11: 0.4754862793495421, 21: 0.5014836176531808}}",{},0.00418400764465332,0,2,0,13,2,2,17,0.0,0.8666666666666667,0.0,0.7647058823529411,0
ensembleRJN:infomap,0-10,"0,33","2,11,29",{},"{0: {8: 0.5400488583469958, 14: 0.424585176496929, 26: 0.5010320622835863, 29: 0.6430976430976432, 30: 0.6140820665686982, 31: 0.30303030303030304, 32: 0.4617517938072753, 33: 0.5088907872052671}, 1: {0: 0.4668481670310623, 4: 0.3976934474457489, 10: 0.3259259259259259, 11: 0.6666666666666666, 21: 0.4474995048386439}, 2: {2: 0.6666666666666666, 3: 0.21189562004384488, 7: 0.2833333333333333, 27: 0.4583851837043469}}",{},0.004436016082763672,1,2,0,13,3,2,17,0.0,0.8666666666666667,0.0,0.7647058823529411,0
ensembleRJN:surprise_communities,0-10,"0,33","3,4,11,21,27,29,32",{},"{0: {8: 0.34006734006734, 14: 0.6666666666666666, 30: 0.7037037037037037, 31: 0.6363636363636364, 32: 0.7492665784855822, 33: 0.512567506020191}, 1: {0: 0.05244483328461138, 2: 0.16666666666666666, 3: 0.6111111111111112, 7: 0.37678383816337996}, 2: {4: 0.3333333333333333, 10: 0.0}, 3: {26: 0.3333333333333333, 29: 0.3333333333333333}, 4: {21: 0.0}, 5: {27: 0.0}, 6: {11: 0.0}}",{},0.0064580440521240234,5,2,0,13,7,2,17,0.0,0.8666666666666667,0.0,0.7647058823529411,0
ensembleRJN:walktrap,0-10,"0,33","4,30",{},"{0: {2: 0.33296278373596283, 8: 0.46161333465117566, 14: 0.428359130914792, 26: 0.4823859860665754, 27: 0.35294117647058826, 29: 0.4038079527514708, 30: 0.6050420168067226, 31: 0.2881489181284877, 32: 0.4639650184973137, 33: 0.48779874480821556}, 1: {0: 0.44311951863334986, 3: 0.2872987664637509, 4: 0.6355555555555555, 7: 0.28, 10: 0.4844831844196919, 11: 0.4754862793495421, 21: 0.5014836176531808}}",{},0.004240512847900391,0,2,0,13,2,2,17,0.0,0.8666666666666667,0.0,0.7647058823529411,0
ensembleRJN:df_node_similarity,0-10,"0,33","0,29",{},"{0: {0: 0.6666666666666666, 2: 0.5279224210206077, 3: 0.48005961831742416, 4: 0.6138168079082503, 7: 0.46629708474957937, 10: 0.2825814536340852, 11: 0.6149805797435177, 21: 0.5872028019657402, 27: 0.4219981236031667}, 1: {32: 0.4617517938072753, 33: 0.5088907872052671, 8: 0.5400488583469958, 14: 0.424585176496929, 26: 0.5010320622835863, 29: 0.6430976430976432, 30: 0.6140820665686982, 31: 0.30303030303030304}}",{},0.004228353500366211,0,1,1,14,1,1,17,0.5,0.9333333333333333,0.5,0.8823529411764706,0.5
ensemble-centralities:leiden,0-10,"0,33","0,2,33",{},"{0: {8: 0.09999999999999999, 14: 0.0, 26: 0.0, 29: 0.12777777777777777, 30: 0.09999999999999999, 31: 0.0, 32: 0.6499999999999999, 33: 1.0}, 1: {0: 1.0, 4: 0.16666666666666666, 10: 0.16666666666666666, 11: 0.0, 21: 0.0}, 2: {2: 1.0, 3: 0.24999999999999997, 7: 0.24999999999999997, 27: 0.0}}",{},0.0012509822845458984,1,0,2,15,1,0,17,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:eigenvector,0-10,"0,33","0,33",{},"{0: {8: 0.14285714285714285, 14: 0.07142857142857142, 26: 0.07142857142857142, 27: 0.0, 29: 0.15848214285714285, 30: 0.14285714285714285, 31: 0.07142857142857142, 32: 0.49776785714285715, 33: 1.0}, 1: {0: 1.0, 2: 0.16666666666666666, 3: 0.16666666666666666, 4: 0.08333333333333333, 7: 0.16666666666666666, 10: 0.08333333333333333, 11: 0.0, 21: 0.0}}",{},0.001344442367553711,0,0,2,15,0,0,17,1.0,1.0,1.0,1.0,1.0
ensemble-centralities:louvain,0-10,"0,33","0,2,33",{},"{0: {8: 0.09999999999999999, 14: 0.0, 26: 0.0, 29: 0.12777777777777777, 30: 0.09999999999999999, 31: 0.0, 32: 0.6499999999999999, 33: 1.0}, 1: {0: 1.0, 4: 0.16666666666666666, 10: 0.16666666666666666, 11: 0.0, 21: 0.0}, 2: {2: 1.0, 3: 0.24999999999999997, 7: 0.24999999999999997, 27: 0.0}}",{},0.0012154579162597656,1,0,2,15,1,0,17,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:greedy_modularity,0-10,"0,33","0,2,33",{},"{0: {32: 0.6499999999999999, 33: 1.0, 8: 0.09999999999999999, 14: 0.0, 26: 0.0, 29: 0.12777777777777777, 30: 0.09999999999999999, 31: 0.0}, 1: {0: 1.0, 4: 0.16666666666666666, 21: 0.0, 10: 0.16666666666666666, 11: 0.0}, 2: {27: 0.0, 2: 1.0, 3: 0.24999999999999997, 7: 0.24999999999999997}}",{},0.0012230873107910156,1,0,2,15,1,0,17,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:label_propagation,0-10,"0,33","0,33",{},"{0: {32: 0.697089947089947, 33: 1.0, 2: 0.11507936507936507, 8: 0.20105820105820105, 14: 0.0, 26: 0.0, 27: 0.018518518518518517, 29: 0.10714285714285714, 30: 0.08333333333333333, 31: 0.0}, 1: {0: 1.0, 3: 0.09999999999999999, 4: 0.09999999999999999, 7: 0.09999999999999999, 10: 0.09999999999999999, 11: 0.0, 21: 0.0}}",{},0.0013742446899414062,0,0,2,15,0,0,17,1.0,1.0,1.0,1.0,1.0
ensemble-centralities:infomap,0-10,"0,33","0,2,33",{},"{0: {8: 0.09999999999999999, 14: 0.0, 26: 0.0, 29: 0.12777777777777777, 30: 0.09999999999999999, 31: 0.0, 32: 0.6499999999999999, 33: 1.0}, 1: {0: 1.0, 4: 0.16666666666666666, 10: 0.16666666666666666, 11: 0.0, 21: 0.0}, 2: {2: 1.0, 3: 0.24999999999999997, 7: 0.24999999999999997, 27: 0.0}}",{},0.0012218952178955078,1,0,2,15,1,0,17,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:surprise_communities,0-10,"0,33","0,10,11,21,26,27,32",{},"{0: {8: 0.16666666666666674, 14: 0.0, 30: 0.16666666666666674, 31: 0.0, 32: 1.0, 33: 1.0}, 1: {0: 0.0, 2: 0.0, 3: 0.0, 7: 0.0}, 2: {4: 0.0, 10: 0.0}, 3: {26: 0.0, 29: 0.0}, 4: {21: 0.0}, 5: {27: 0.0}, 6: {11: 0.0}}",{},0.0012404918670654297,5,1,1,14,6,1,17,0.5,0.9333333333333333,0.14285714285714285,0.8823529411764706,0.22222222222222224
ensemble-centralities:walktrap,0-10,"0,33","0,33",{},"{0: {2: 0.11507936507936507, 8: 0.20105820105820105, 14: 0.0, 26: 0.0, 27: 0.018518518518518517, 29: 0.10714285714285714, 30: 0.08333333333333333, 31: 0.0, 32: 0.697089947089947, 33: 1.0}, 1: {0: 1.0, 3: 0.09999999999999999, 4: 0.09999999999999999, 7: 0.09999999999999999, 10: 0.09999999999999999, 11: 0.0, 21: 0.0}}",{},0.0013692378997802734,0,0,2,15,0,0,17,1.0,1.0,1.0,1.0,1.0
ensemble-centralities:df_node_similarity,0-10,"0,33","0,33",{},"{0: {0: 1.0, 2: 0.41666666666666663, 3: 0.16666666666666666, 4: 0.08333333333333333, 7: 0.16666666666666666, 10: 0.08333333333333333, 11: 0.0, 21: 0.0, 27: 0.0}, 1: {32: 0.6499999999999999, 33: 1.0, 8: 0.09999999999999999, 14: 0.0, 26: 0.0, 29: 0.12777777777777777, 30: 0.09999999999999999, 31: 0.0}}",{},0.001336812973022461,0,0,2,15,0,0,17,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:leiden,0-15,"0,33","0,2,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 1.0), (8, 0.0), (14, 0.0), (15, 0.0), (26, 0.0), (29, 0.0), (30, 0.0), (4, 0.0), (10, 0.0), (11, 0.0), (19, 0.0), (31, 0.0), (27, 0.0), (7, 0.0)])","{0: {8: 0.0, 14: 0.0, 15: 0.0, 26: 0.0, 29: 0.0, 30: 0.0, 33: 0.8666666666666667}, 1: {0: 0.9, 4: 0.0, 10: 0.0, 11: 0.0, 19: 0.0, 31: 0.0}, 2: {2: 1.0, 7: 0.0, 27: 0.0}}",{},0.004034757614135742,1,0,2,14,1,0,16,1.0,1.0,0.6666666666666666,1.0,0.8
centrality-cm:betweenness:eigenvector,0-15,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 0.04347826086956522), (14, 0.0), (15, 0.0), (19, 0.0), (26, 0.0), (27, 0.0), (29, 0.0), (30, 0.0), (31, 0.0), (4, 0.0), (7, 0.0), (8, 0.0), (10, 0.0), (11, 0.0)])","{0: {14: 0.0, 15: 0.0, 19: 0.0, 26: 0.0, 27: 0.0, 29: 0.0, 30: 0.0, 31: 0.0, 33: 0.9642857142857142}, 1: {0: 0.7666666666666666, 2: 0.03333333333333333, 4: 0.0, 7: 0.0, 8: 0.0, 10: 0.0, 11: 0.0}}",{},0.002650022506713867,0,0,2,14,0,0,16,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:louvain,0-15,"0,33","0,2,8,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 1.0), (14, 0.0), (15, 0.0), (19, 0.0), (26, 0.0), (29, 0.0), (31, 0.0), (10, 0.0), (11, 0.0), (4, 0.0), (27, 0.0), (7, 0.0), (8, 0.0), (30, 0.0)])","{0: {14: 0.0, 15: 0.0, 19: 0.0, 26: 0.0, 29: 0.0, 31: 0.0, 33: 0.9333333333333333}, 1: {0: 0.6666666666666666, 4: 0.0, 10: 0.0, 11: 0.0}, 2: {2: 1.0, 7: 0.0, 27: 0.0}, 3: {8: 0.0, 30: 0.0}}",{},0.0018062591552734375,2,0,2,14,2,0,16,1.0,1.0,0.5,1.0,0.6666666666666666
centrality-cm:betweenness:greedy_modularity,0-15,"0,33","0,2,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 1.0), (8, 0.0), (14, 0.0), (15, 0.0), (26, 0.0), (29, 0.0), (30, 0.0), (4, 0.0), (10, 0.0), (11, 0.0), (19, 0.0), (31, 0.0), (27, 0.0), (7, 0.0)])","{0: {33: 0.8666666666666667, 14: 0.0, 8: 0.0, 26: 0.0, 29: 0.0, 30: 0.0, 15: 0.0}, 1: {0: 0.9, 19: 0.0, 4: 0.0, 10: 0.0, 11: 0.0, 31: 0.0}, 2: {2: 1.0, 27: 0.0, 7: 0.0}}",{},0.0017445087432861328,1,0,2,14,1,0,16,1.0,1.0,0.6666666666666666,1.0,0.8
centrality-cm:betweenness:label_propagation,0-15,"0,33",33,"OrderedDict([(33, 1.0), (0, 0.8482142857142855), (8, 0.30654761904761907), (2, 0.15178571428571427), (19, 0.1369047619047619), (31, 0.1369047619047619), (27, 0.0625), (4, 0.0), (7, 0.0), (10, 0.0), (11, 0.0), (14, 0.0), (15, 0.0), (26, 0.0), (29, 0.0), (30, 0.0)])","{0: {0: 0.45238095238095233, 33: 0.5333333333333334, 2: 0.08095238095238096, 4: 0.0, 7: 0.0, 8: 0.16349206349206355, 10: 0.0, 11: 0.0, 14: 0.0, 15: 0.0, 19: 0.07301587301587302, 26: 0.0, 27: 0.03333333333333334, 29: 0.0, 30: 0.0, 31: 0.07301587301587302}}",{},0.0016071796417236328,0,0,1,13,0,1,16,0.5,0.9285714285714286,1.0,0.875,0.6666666666666666
centrality-cm:betweenness:infomap,0-15,"0,33",33,"OrderedDict([(33, 1.0), (0, 0.8482142857142855), (8, 0.30654761904761907), (2, 0.15178571428571427), (19, 0.1369047619047619), (31, 0.1369047619047619), (27, 0.0625), (4, 0.0), (7, 0.0), (10, 0.0), (11, 0.0), (14, 0.0), (15, 0.0), (26, 0.0), (29, 0.0), (30, 0.0)])","{0: {0: 0.45238095238095233, 2: 0.08095238095238096, 4: 0.0, 7: 0.0, 8: 0.16349206349206355, 10: 0.0, 11: 0.0, 14: 0.0, 15: 0.0, 19: 0.07301587301587302, 26: 0.0, 27: 0.03333333333333334, 29: 0.0, 30: 0.0, 31: 0.07301587301587302, 33: 0.5333333333333334}}",{},0.02434086799621582,0,0,1,13,0,1,16,0.5,0.9285714285714286,1.0,0.875,0.6666666666666666
centrality-cm:betweenness:surprise_communities,0-15,"0,33","0,2,8,10,14,15,19,33","OrderedDict([(0, 1.0), (2, 1.0), (11, 0.0), (31, 0.0), (27, 0.0), (7, 0.0), (33, 0.0), (26, 0.0), (29, 0.0), (10, 0.0), (4, 0.0), (8, 0.0), (30, 0.0), (14, 0.0), (19, 0.0), (15, 0.0)])","{0: {0: 1.0, 11: 0.0, 31: 0.0}, 1: {2: 1.0, 7: 0.0, 27: 0.0}, 2: {26: 0.0, 29: 0.0, 33: 0.0}, 3: {4: 0.0, 10: 0.0}, 4: {8: 0.0, 30: 0.0}, 5: {14: 0.0}, 6: {19: 0.0}, 7: {15: 0.0}}",{},0.001745462417602539,6,0,2,14,6,0,16,1.0,1.0,0.25,1.0,0.4
centrality-cm:betweenness:walktrap,0-15,"0,33","0,10,33","OrderedDict([(0, 1.0), (33, 1.0), (2, 0.4210526315789474), (8, 0.368421052631579), (7, 0.0), (11, 0.0), (19, 0.0), (27, 0.0), (30, 0.0), (31, 0.0), (14, 0.0), (15, 0.0), (26, 0.0), (29, 0.0), (10, 0.0), (4, 0.0)])","{0: {0: 0.6785714285714285, 2: 0.2857142857142857, 7: 0.0, 8: 0.25, 11: 0.0, 19: 0.0, 27: 0.0, 30: 0.0, 31: 0.0}, 1: {14: 0.0, 15: 0.0, 26: 0.0, 29: 0.0, 33: 0.8333333333333333}, 2: {4: 0.0, 10: 0.0}}",{},0.0016963481903076172,1,0,2,14,1,0,16,1.0,1.0,0.6666666666666666,1.0,0.8
centrality-cm:betweenness:df_node_similarity,0-15,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (8, 0.4), (2, 0.06666666666666667), (14, 0.0), (15, 0.0), (19, 0.0), (26, 0.0), (27, 0.0), (29, 0.0), (31, 0.0), (4, 0.0), (7, 0.0), (10, 0.0), (11, 0.0), (30, 0.0)])","{0: {33: 0.9523809523809523, 19: 0.0, 26: 0.0, 27: 0.0, 31: 0.0, 29: 0.0, 14: 0.0, 15: 0.0}, 1: {0: 0.7142857142857142, 2: 0.047619047619047616, 4: 0.0, 7: 0.0, 8: 0.2857142857142857, 10: 0.0, 11: 0.0, 30: 0.0}}",{},0.003515958786010742,0,0,2,14,0,0,16,1.0,1.0,1.0,1.0,1.0
rumor:leiden,0-15,"0,33","0,2,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 1.0), (4, 0.062499999999999986), (10, 0.062499999999999986), (30, 0.04000000000000001), (26, 0.04000000000000001), (8, 0.04000000000000001), (29, 0.04000000000000001), (14, 0.0), (15, 0.0), (19, 0.0), (11, 0.0), (31, 0.0), (7, 0.0), (27, 0.0)])","{0: {8: 0.02857142857142857, 14: 0.023809523809523808, 15: 0.023809523809523808, 26: 0.02857142857142857, 29: 0.02857142857142857, 30: 0.02857142857142857, 33: 0.14285714285714285}, 1: {0: 0.16666666666666666, 4: 0.041666666666666664, 10: 0.041666666666666664, 11: 0.03333333333333333, 19: 0.03333333333333333, 31: 0.03333333333333333}, 2: {2: 0.3333333333333333, 7: 0.16666666666666666, 27: 0.16666666666666666}}",{},0.0021936893463134766,1,0,2,14,1,0,16,1.0,1.0,0.6666666666666666,1.0,0.8
rumor:eigenvector,0-15,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 0.1), (4, 0.04000000000000001), (7, 0.04000000000000001), (8, 0.04000000000000001), (10, 0.04000000000000001), (29, 0.020408163265306124), (26, 0.020408163265306124), (31, 0.0), (19, 0.0), (14, 0.0), (30, 0.0), (15, 0.0), (27, 0.0), (11, 0.0)])","{0: {14: 0.013888888888888888, 15: 0.013888888888888888, 19: 0.013888888888888888, 26: 0.015873015873015872, 27: 0.013888888888888888, 29: 0.015873015873015872, 30: 0.013888888888888888, 31: 0.013888888888888888, 33: 0.1111111111111111}, 1: {0: 0.14285714285714285, 2: 0.03571428571428571, 4: 0.02857142857142857, 7: 0.02857142857142857, 8: 0.02857142857142857, 10: 0.02857142857142857, 11: 0.023809523809523808}}",{},0.0019214153289794922,0,0,2,14,0,0,16,1.0,1.0,1.0,1.0,1.0
rumor:louvain,0-15,"0,33","0,2,8,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 1.0), (10, 0.25), (4, 0.25), (26, 0.04000000000000001), (29, 0.04000000000000001), (19, 0.0), (31, 0.0), (14, 0.0), (15, 0.0), (11, 0.0), (7, 0.0), (27, 0.0), (8, 0.0), (30, 0.0)])","{0: {14: 0.023809523809523808, 15: 0.023809523809523808, 19: 0.023809523809523808, 26: 0.02857142857142857, 29: 0.02857142857142857, 31: 0.023809523809523808, 33: 0.14285714285714285}, 1: {0: 0.25, 4: 0.125, 10: 0.125, 11: 0.08333333333333333}, 2: {2: 0.3333333333333333, 7: 0.16666666666666666, 27: 0.16666666666666666}, 3: {8: 0.5, 30: 0.5}}",{},0.0013074874877929688,2,0,2,14,2,0,16,1.0,1.0,0.5,1.0,0.6666666666666666
rumor:greedy_modularity,0-15,"0,33","0,2,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 1.0), (10, 0.062499999999999986), (4, 0.062499999999999986), (29, 0.04000000000000001), (26, 0.04000000000000001), (8, 0.04000000000000001), (30, 0.04000000000000001), (15, 0.0), (14, 0.0), (19, 0.0), (11, 0.0), (31, 0.0), (27, 0.0), (7, 0.0)])","{0: {33: 0.14285714285714285, 14: 0.023809523809523808, 8: 0.02857142857142857, 26: 0.02857142857142857, 29: 0.02857142857142857, 30: 0.02857142857142857, 15: 0.023809523809523808}, 1: {0: 0.16666666666666666, 19: 0.03333333333333333, 4: 0.041666666666666664, 10: 0.041666666666666664, 11: 0.03333333333333333, 31: 0.03333333333333333}, 2: {2: 0.3333333333333333, 27: 0.16666666666666666, 7: 0.16666666666666666}}",{},0.0014600753784179688,1,0,2,14,1,0,16,1.0,1.0,0.6666666666666666,1.0,0.8
rumor:label_propagation,0-15,"0,33",33,"OrderedDict([(33, 1.0), (19, 0.6120689655172414), (31, 0.6120689655172414), (0, 0.48275862068965514), (8, 0.48275862068965514), (2, 0.13793103448275865), (27, 0.1271551724137931), (30, 0.09482758620689655), (26, 0.0394088669950739), (29, 0.0394088669950739), (14, 0.034482758620689655), (15, 0.034482758620689655), (7, 0.005305039787798408), (10, 0.0024630541871921217), (4, 0.0024630541871921217), (11, 0.0)])","{0: {0: 0.0008928571428571428, 33: 0.0017857142857142857, 2: 0.00029761904761904765, 4: 6.377551020408164e-05, 7: 6.868131868131868e-05, 8: 0.0008928571428571428, 10: 6.377551020408164e-05, 11: 5.9523809523809524e-05, 14: 0.00011904761904761905, 15: 0.00011904761904761905, 19: 0.0011160714285714285, 26: 0.00012755102040816328, 27: 0.00027901785714285713, 29: 0.00012755102040816328, 30: 0.0002232142857142857, 31: 0.0011160714285714285}}",{},0.0030841827392578125,0,0,1,13,0,1,16,0.5,0.9285714285714286,1.0,0.875,0.6666666666666666
rumor:infomap,0-15,"0,33",33,"OrderedDict([(33, 1.0), (19, 0.6120689655172414), (31, 0.6120689655172414), (8, 0.48275862068965514), (0, 0.48275862068965514), (2, 0.13793103448275865), (27, 0.1271551724137931), (30, 0.09482758620689655), (29, 0.0394088669950739), (26, 0.0394088669950739), (15, 0.034482758620689655), (14, 0.034482758620689655), (7, 0.005305039787798408), (10, 0.0024630541871921217), (4, 0.0024630541871921217), (11, 0.0)])","{0: {0: 0.0008928571428571428, 2: 0.00029761904761904765, 4: 6.377551020408164e-05, 7: 6.868131868131868e-05, 8: 0.0008928571428571428, 10: 6.377551020408164e-05, 11: 5.9523809523809524e-05, 14: 0.00011904761904761905, 15: 0.00011904761904761905, 19: 0.0011160714285714285, 26: 0.00012755102040816328, 27: 0.00027901785714285713, 29: 0.00012755102040816328, 30: 0.0002232142857142857, 31: 0.0011160714285714285, 33: 0.0017857142857142857}}",{},0.003152132034301758,0,0,1,13,0,1,16,0.5,0.9285714285714286,1.0,0.875,0.6666666666666666
rumor:surprise_communities,0-15,"0,33","0,2,4,14,15,19,29,30","OrderedDict([(0, 1.0), (2, 1.0), (11, 0.0), (31, 0.0), (27, 0.0), (7, 0.0), (29, 0.0), (26, 0.0), (33, 0.0), (4, 0.0), (10, 0.0), (30, 0.0), (8, 0.0), (14, 0.0), (19, 0.0), (15, 0.0)])","{0: {0: 0.3333333333333333, 11: 0.16666666666666666, 31: 0.16666666666666666}, 1: {2: 0.3333333333333333, 7: 0.16666666666666666, 27: 0.16666666666666666}, 2: {26: 0.3333333333333333, 29: 0.3333333333333333, 33: 0.3333333333333333}, 3: {4: 0.5, 10: 0.5}, 4: {8: 0.5, 30: 0.5}, 5: {14: 1.0}, 6: {19: 1.0}, 7: {15: 1.0}}",{},0.0010864734649658203,6,1,1,13,7,1,16,0.5,0.9285714285714286,0.125,0.875,0.2
rumor:walktrap,0-15,"0,33","0,4,33","OrderedDict([(0, 1.0), (33, 1.0), (2, 0.47368421052631576), (8, 0.3684210526315789), (7, 0.12280701754385963), (26, 0.11111111111111106), (29, 0.11111111111111106), (19, 0.07894736842105261), (11, 0.07894736842105261), (31, 0.07894736842105261), (27, 0.0131578947368421), (30, 0.0), (15, 0.0), (14, 0.0), (4, 0.0), (10, 0.0)])","{0: {0: 0.027777777777777776, 2: 0.013888888888888888, 7: 0.004629629629629629, 8: 0.011111111111111112, 11: 0.003472222222222222, 19: 0.003472222222222222, 27: 0.001736111111111111, 30: 0.001388888888888889, 31: 0.003472222222222222}, 1: {14: 0.05, 15: 0.05, 26: 0.06666666666666667, 29: 0.06666666666666667, 33: 0.2}, 2: {4: 0.5, 10: 0.5}}",{},0.0017409324645996094,1,0,2,14,1,0,16,1.0,1.0,0.6666666666666666,1.0,0.8
rumor:df_node_similarity,0-15,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (8, 0.36363636363636365), (2, 0.20454545454545456), (4, 0.11616161616161616), (10, 0.11616161616161616), (7, 0.11616161616161616), (11, 0.09090909090909091), (29, 0.027777777777777773), (26, 0.027777777777777773), (31, 0.0), (14, 0.0), (19, 0.0), (27, 0.0), (15, 0.0), (30, 0.0)])","{0: {33: 0.125, 19: 0.017857142857142856, 26: 0.020833333333333332, 27: 0.017857142857142856, 31: 0.017857142857142856, 29: 0.020833333333333332, 14: 0.017857142857142856, 15: 0.017857142857142856}, 1: {0: 0.0625, 2: 0.015625, 4: 0.010416666666666666, 7: 0.010416666666666666, 8: 0.025, 10: 0.010416666666666666, 11: 0.008928571428571428, 30: 0.0035714285714285713}}",{},0.0017671585083007812,0,0,2,14,0,0,16,1.0,1.0,1.0,1.0,1.0
jordan:leiden,0-15,"0,33","11,27,30","OrderedDict([(30, 1.0), (11, 1.0), (31, 1.0), (27, 1.0), (8, 0.9230769230769231), (14, 0.9230769230769231), (15, 0.9230769230769231), (26, 0.9230769230769231), (19, 0.9), (4, 0.8), (10, 0.8), (29, 0.7692307692307693), (7, 0.5), (33, 0.0), (0, 0.0), (2, 0.0)])","{0: {8: 16, 14: 16, 15: 16, 26: 16, 29: 14, 30: 17, 33: 4}, 1: {0: 6, 4: 14, 10: 14, 11: 16, 19: 15, 31: 16}, 2: {2: 4, 7: 7, 27: 10}}",{},0.0007009506225585938,1,2,0,12,3,2,16,0.0,0.8571428571428571,0.0,0.75,0
jordan:eigenvector,0-15,"0,33","8,19","OrderedDict([(19, 1.0), (8, 1.0), (14, 0.9090909090909091), (15, 0.9090909090909091), (26, 0.9090909090909091), (27, 0.9090909090909091), (7, 0.9090909090909091), (30, 0.8181818181818182), (31, 0.8181818181818182), (11, 0.8181818181818182), (29, 0.7272727272727273), (4, 0.6363636363636364), (10, 0.6363636363636364), (2, 0.5454545454545454), (33, 0.0), (0, 0.0)])","{0: {14: 16, 15: 16, 19: 17, 26: 16, 27: 16, 29: 14, 30: 15, 31: 15, 33: 6}, 1: {0: 7, 2: 13, 4: 14, 7: 17, 8: 18, 10: 14, 11: 16}}",{},0.00055694580078125,0,2,0,12,2,2,16,0.0,0.8571428571428571,0.0,0.75,0
jordan:louvain,0-15,"0,33","11,19,27,30","OrderedDict([(19, 1.0), (11, 1.0), (27, 1.0), (30, 1.0), (14, 0.9166666666666666), (15, 0.9166666666666666), (26, 0.9166666666666666), (4, 0.8666666666666667), (10, 0.8666666666666667), (31, 0.8333333333333334), (29, 0.75), (7, 0.5), (33, 0.0), (0, 0.0), (2, 0.0), (8, 0.0)])","{0: {14: 16, 15: 16, 19: 17, 26: 16, 29: 14, 31: 15, 33: 5}, 1: {0: 1, 4: 14, 10: 14, 11: 16}, 2: {2: 4, 7: 7, 27: 10}, 3: {8: 2, 30: 3}}",{},0.0007843971252441406,2,2,0,12,4,2,16,0.0,0.8571428571428571,0.0,0.75,0
jordan:greedy_modularity,0-15,"0,33","11,27,30","OrderedDict([(30, 1.0), (11, 1.0), (31, 1.0), (27, 1.0), (8, 0.9230769230769231), (14, 0.9230769230769231), (15, 0.9230769230769231), (26, 0.9230769230769231), (19, 0.9), (4, 0.8), (10, 0.8), (29, 0.7692307692307693), (7, 0.5), (33, 0.0), (0, 0.0), (2, 0.0)])","{0: {33: 4, 14: 16, 8: 16, 26: 16, 29: 14, 30: 17, 15: 16}, 1: {0: 6, 19: 15, 4: 14, 10: 14, 11: 16, 31: 16}, 2: {2: 4, 27: 10, 7: 7}}",{},0.0006694793701171875,1,2,0,12,3,2,16,0.0,0.8571428571428571,0.0,0.75,0
