method,threshold,ACC,recall,PPV,f12,TP,TN,FP,FN,ALL
infomap,0.1,0.9717246004164609,0.5216338513097553,0.46561200191264157,0.49203343013490075,112,42596,447,863,"[10, 14, 13, 4, 11, 3, 4, 4, 11, 2, 9, 15, 3, 9, 2624, 3004, 2767, 2926, 3527, 2645, 3109, 3477, 3058, 3168, 3237, 3329, 2530, 3195, 4, 4, 52, 5, 43, 105, 6, 5, 0, 132, 0, 55, 36, 0, 21, 17, 17, 1, 28, 0, 1, 1, 359, 1, 372, 20, 0, 25]"
surprise_communities,0.1,0.6600154303642884,0.7876445549696308,0.03638620536749942,0.06955904539775298,575,28497,14546,400,"[26, 22, 22, 4, 26, 3, 5, 5, 209, 2, 195, 28, 3, 25, 1769, 1927, 1840, 2024, 2370, 1771, 2022, 2311, 2134, 2083, 2250, 2243, 1652, 2101, 859, 1081, 979, 907, 1200, 979, 1093, 1171, 924, 1217, 987, 1141, 914, 1094, 5, 9, 8, 1, 13, 0, 0, 0, 161, 1, 186, 7, 0, 9]"
walktrap,0.1,0.7651032351067991,0.6267858957098941,0.029587316250437628,0.056507219306820906,305,33319,9724,670,"[21, 21, 12, 4, 17, 3, 4, 4, 86, 2, 92, 18, 3, 18, 2061, 2263, 2226, 2332, 2733, 2085, 2488, 2699, 2423, 2394, 2517, 2570, 1973, 2555, 567, 745, 593, 599, 837, 665, 627, 783, 635, 906, 720, 814, 593, 640, 10, 10, 18, 1, 22, 0, 1, 1, 284, 1, 289, 17, 0, 16]"
df_node_similarity,0.1,0.9689614583199614,0.6547266687180412,0.4422736925265671,0.5279275952854108,100,42495,548,875,"[10, 13, 10, 4, 9, 3, 4, 4, 10, 3, 8, 9, 3, 10, 2618, 2919, 2802, 2926, 3552, 2602, 3109, 3474, 3058, 3117, 3237, 3356, 2530, 3195, 10, 89, 17, 5, 18, 148, 6, 8, 0, 183, 0, 28, 36, 0, 21, 18, 20, 1, 30, 0, 1, 1, 360, 0, 373, 26, 0, 24]"
leiden,0.15,0.8993899135764792,0.5528162722898936,0.053358468451340124,0.09732318964098743,203,39343,3700,772,"[14, 15, 10, 4, 10, 3, 4, 4, 51, 2, 53, 14, 3, 16, 2425, 2720, 2528, 2727, 3234, 2445, 2889, 3237, 2848, 2928, 2994, 3050, 2316, 3002, 203, 288, 291, 204, 336, 305, 226, 245, 210, 372, 243, 334, 250, 193, 17, 16, 20, 1, 29, 0, 1, 1, 319, 1, 328, 21, 0, 18]"
eigenvector,0.15,0.9213372719831752,0.5806074934624805,0.07547490337485839,0.13358472862262744,210,40315,2728,765,"[13, 17, 15, 5, 13, 3, 4, 4, 59, 2, 45, 13, 3, 14, 2495, 2754, 2614, 2825, 3396, 2503, 2887, 3258, 2893, 3006, 3087, 3197, 2336, 3064, 133, 254, 205, 106, 174, 247, 228, 224, 165, 294, 150, 187, 230, 131, 18, 14, 15, 0, 26, 0, 1, 1, 311, 1, 336, 22, 0, 20]"
louvain,0.15,0.9055070218558745,0.5629749399306905,0.048599484796582645,0.08947493854478866,160,39650,3393,815,"[14, 14, 10, 4, 15, 3, 5, 4, 28, 2, 29, 13, 3, 16, 2471, 2722, 2633, 2728, 3284, 2421, 2899, 3235, 2852, 2920, 3029, 3132, 2325, 2999, 157, 286, 186, 203, 286, 329, 216, 247, 206, 380, 208, 252, 241, 196, 17, 17, 20, 1, 24, 0, 0, 1, 342, 1, 352, 22, 0, 18]"
greedy_modularity,0.15,0.9356968574880327,0.4890387438544014,0.07344989991270431,0.12771758927959004,128,41012,2031,847,"[10, 9, 8, 4, 8, 3, 4, 4, 28, 2, 26, 9, 3, 10, 2548, 2852, 2680, 2809, 3346, 2517, 3010, 3275, 2968, 3082, 3152, 3283, 2391, 3099, 80, 156, 139, 122, 224, 233, 105, 207, 90, 218, 85, 101, 175, 96, 21, 22, 22, 1, 31, 0, 1, 1, 342, 1, 355, 26, 0, 24]"
label_propagation,0.15,0.9155262249678376,0.5118081826966294,0.045410090033163555,0.08341885682285924,112,40135,2908,863,"[13, 13, 9, 4, 10, 3, 4, 4, 12, 2, 13, 12, 3, 10, 2497, 2577, 2666, 2820, 3253, 2508, 2993, 3336, 2939, 2871, 3102, 3165, 2335, 3073, 131, 431, 153, 111, 317, 242, 122, 146, 119, 429, 135, 219, 231, 122, 18, 18, 21, 1, 29, 0, 1, 1, 358, 1, 368, 23, 0, 24]"
infomap,0.15,0.9750488010832887,0.5123265870666635,0.5174839075499497,0.5148923333038823,104,42748,295,871,"[9, 13, 13, 4, 10, 3, 4, 4, 8, 2, 8, 15, 3, 8, 2624, 3006, 2782, 2928, 3540, 2674, 3112, 3479, 3058, 3225, 3237, 3348, 2540, 3195, 4, 2, 37, 3, 30, 76, 3, 3, 0, 75, 0, 36, 26, 0, 22, 18, 17, 1, 29, 0, 1, 1, 362, 1, 373, 20, 0, 26]"
surprise_communities,0.15,0.7357080025481233,0.7167534220004536,0.038225349072502766,0.07257992093192417,457,31930,11113,518,"[24, 18, 19, 4, 22, 3, 5, 5, 153, 2, 158, 22, 3, 19, 1975, 2178, 2055, 2241, 2645, 2000, 2292, 2597, 2359, 2358, 2501, 2507, 1853, 2369, 653, 830, 764, 690, 925, 750, 823, 885, 699, 942, 736, 877, 713, 826, 7, 13, 11, 1, 17, 0, 0, 0, 217, 1, 223, 13, 0, 15]"
walktrap,0.15,0.8232755462846348,0.5913593803410945,0.034667674128511114,0.0654957454127046,262,35923,7120,713,"[18, 21, 9, 4, 14, 3, 4, 4, 76, 2, 73, 16, 3, 15, 2212, 2453, 2358, 2478, 2962, 2263, 2661, 2905, 2605, 2630, 2716, 2796, 2139, 2745, 416, 555, 461, 453, 608, 487, 454, 577, 453, 670, 521, 588, 427, 450, 13, 10, 21, 1, 25, 0, 1, 1, 294, 1, 308, 19, 0, 19]"
df_node_similarity,0.15,0.972915213007292,0.6114931778624434,0.4913278191609959,0.5448637817413549,91,42673,370,884,"[8, 11, 10, 4, 8, 3, 4, 4, 8, 3, 8, 8, 3, 9, 2618, 2941, 2808, 2928, 3556, 2647, 3112, 3478, 3058, 3191, 3237, 3364, 2540, 3195, 10, 67, 11, 3, 14, 103, 3, 4, 0, 109, 0, 20, 26, 0, 23, 20, 20, 1, 31, 0, 1, 1, 362, 0, 373, 27, 0, 25]"
leiden,0.2,0.921083299292702,0.5307216851192024,0.05926358751132047,0.10662120730567581,169,40319,2724,806,"[14, 13, 10, 4, 10, 3, 4, 4, 39, 2, 39, 13, 3, 11, 2479, 2798, 2602, 2785, 3328, 2521, 2947, 3296, 2894, 3030, 3061, 3133, 2395, 3050, 149, 210, 217, 146, 242, 229, 168, 186, 164, 270, 176, 251, 171, 145, 17, 18, 20, 1, 29, 0, 1, 1, 331, 1, 342, 22, 0, 23]"
eigenvector,0.2,0.9375148557424787,0.5389934570826689,0.08594044536784244,0.14824395850633448,175,41050,1993,800,"[13, 15, 12, 4, 8, 3, 4, 4, 47, 2, 34, 12, 3, 14, 2532, 2832, 2685, 2856, 3459, 2559, 2938, 3312, 2941, 3084, 3123, 3241, 2391, 3097, 96, 176, 134, 75, 111, 191, 177, 170, 117, 216, 114, 143, 175, 98, 18, 16, 18, 1, 31, 0, 1, 1, 323, 1, 347, 23, 0, 20]"
louvain,0.2,0.9246688413670748,0.5338324570768119,0.05493667839153988,0.09962132945731068,136,40503,2540,839,"[13, 11, 10, 4, 11, 3, 5, 4, 22, 2, 24, 13, 3, 11, 2516, 2801, 2681, 2778, 3357, 2507, 2949, 3286, 2894, 3013, 3085, 3191, 2399, 3046, 112, 207, 138, 153, 213, 243, 166, 196, 164, 287, 152, 193, 167, 149, 18, 20, 20, 1, 28, 0, 0, 1, 348, 1, 357, 22, 0, 23]"
greedy_modularity,0.2,0.9475909099658859,0.4709861677645235,0.07840690839573627,0.13443405428283806,105,41550,1493,870,"[10, 6, 7, 4, 6, 3, 4, 4, 18, 2, 20, 8, 3, 10, 2559, 2898, 2716, 2847, 3414, 2579, 3031, 3333, 2982, 3141, 3171, 3310, 2443, 3126, 69, 110, 103, 84, 156, 171, 84, 149, 76, 159, 66, 74, 123, 69, 21, 25, 23, 1, 33, 0, 1, 1, 352, 1, 361, 27, 0, 24]"
